"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0076,"(0.0074,0.0081)"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0067,"(0.0065,0.0071)"
"e1a1","Effect of screening, same treatment",25,"MRR",0.8816,"(0.8722,0.9018)"
"e1a1","Effect of screening, same treatment",25,"ARR",9e-04,"(8e-04,0.0011)"
"e1a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(1041.6667,1371.0586)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0123,"(0.012,0.013)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0107,"(0.0105,0.0113)"
"e1a2","Effect of screening, same treatment",25,"MRR",0.8699,"(0.863,0.8849)"
"e1a2","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0015,0.0019)"
"e1a2","Effect of screening, same treatment",25,"NNS",625,"(595.2381,722.1614)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0155,"(0.0153,0.0163)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0134,"(0.0132,0.0141)"
"e1a3","Effect of screening, same treatment",25,"MRR",0.8645,"(0.8593,0.8783)"
"e1a3","Effect of screening, same treatment",25,"ARR",0.0021,"(0.002,0.0024)"
"e1a3","Effect of screening, same treatment",25,"NNS",476.1905,"(452.4887,535.1065)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0179,"(0.0176,0.0188)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0154,"(0.0152,0.0162)"
"e1a4","Effect of screening, same treatment",25,"MRR",0.8603,"(0.8575,0.877)"
"e1a4","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0024,0.0027)"
"e1a4","Effect of screening, same treatment",25,"NNS",400,"(390.625,458.8305)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0081,0.0088)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0075,"(0.0073,0.008)"
"e2a1","Effect of screening, same treatment",25,"MRR",0.9036,"(0.8961,0.9218)"
"e2a1","Effect of screening, same treatment",25,"ARR",8e-04,"(8e-04,0.001)"
"e2a1","Effect of screening, same treatment",25,"NNS",1250,"(1173.0506,1516.6475)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0127,0.0137)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0115,"(0.0113,0.0122)"
"e2a2","Effect of screening, same treatment",25,"MRR",0.8846,"(0.8779,0.8987)"
"e2a2","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0014,0.0018)"
"e2a2","Effect of screening, same treatment",25,"NNS",666.6667,"(628.9308,772.3614)"
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.016,0.017)"
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0142,"(0.014,0.0149)"
"e2a3","Effect of screening, same treatment",25,"MRR",0.8765,"(0.8716,0.8917)"
"e2a3","Effect of screening, same treatment",25,"ARR",0.002,"(0.0019,0.0023)"
"e2a3","Effect of screening, same treatment",25,"NNS",500,"(476.1905,563.4641)"
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0183,0.0195)"
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0162,"(0.016,0.0171)"
"e2a4","Effect of screening, same treatment",25,"MRR",0.871,"(0.868,0.8876)"
"e2a4","Effect of screening, same treatment",25,"ARR",0.0024,"(0.0022,0.0026)"
"e2a4","Effect of screening, same treatment",25,"NNS",416.6667,"(409.4179,479.8137)"
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.009,"(0.0088,0.0095)"
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0083,"(0.0081,0.0088)"
"e3a1","Effect of screening, same treatment",25,"MRR",0.9222,"(0.9161,0.9377)"
"e3a1","Effect of screening, same treatment",25,"ARR",7e-04,"(6e-04,9e-04)"
"e3a1","Effect of screening, same treatment",25,"NNS",1428.5714,"(1333.3333,1802.7597)"
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0137,"(0.0135,0.0143)"
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0123,"(0.012,0.0129)"
"e3a2","Effect of screening, same treatment",25,"MRR",0.8978,"(0.8926,0.9099)"
"e3a2","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0013,0.0017)"
"e3a2","Effect of screening, same treatment",25,"NNS",714.2857,"(679.123,823.2286)"
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0169,"(0.0167,0.0177)"
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.015,"(0.0148,0.0158)"
"e3a3","Effect of screening, same treatment",25,"MRR",0.8876,"(0.8835,0.8997)"
"e3a3","Effect of screening, same treatment",25,"ARR",0.0019,"(0.0018,0.0021)"
"e3a3","Effect of screening, same treatment",25,"NNS",526.3158,"(502.5126,599.0032)"
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0193,"(0.019,0.0202)"
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.017,"(0.0168,0.0179)"
"e3a4","Effect of screening, same treatment",25,"MRR",0.8808,"(0.8779,0.8969)"
"e3a4","Effect of screening, same treatment",25,"ARR",0.0023,"(0.0021,0.0025)"
"e3a4","Effect of screening, same treatment",25,"NNS",434.7826,"(425.5319,500)"
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.0095,0.0102)"
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0091,"(0.0089,0.0096)"
"e4a1","Effect of screening, same treatment",25,"MRR",0.9381,"(0.9338,0.9514)"
"e4a1","Effect of screening, same treatment",25,"ARR",6e-04,"(5e-04,8e-04)"
"e4a1","Effect of screening, same treatment",25,"NNS",1666.6667,"(1538.4615,2106.6046)"
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0141,0.0151)"
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0131,"(0.0128,0.0137)"
"e4a2","Effect of screening, same treatment",25,"MRR",0.9097,"(0.9057,0.9204)"
"e4a2","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0012,0.0015)"
"e4a2","Effect of screening, same treatment",25,"NNS",769.2308,"(735.2941,881.2684)"
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0174,0.0184)"
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0158,"(0.0156,0.0166)"
"e4a3","Effect of screening, same treatment",25,"MRR",0.8977,"(0.8927,0.9093)"
