"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0015,"(0.0012,0.0017)",0.0015
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0012,"(0.001,0.0015)",0.0012
"e1a1","Effect of screening, same treatment",10,"MRR",0.8,"(0.7904,0.9058)",0.8501
"e1a1","Effect of screening, same treatment",10,"ARR",3e-04,"(1e-04,3e-04)",2e-04
"e1a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(3172.8831,7692.3077)",4828.3511
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0071,"(0.0064,0.0076)",0.0071
"e1a1","Effect of screening, same treatment",25,"MRR",0.8554,"(0.8273,0.8706)",0.8509
"e1a1","Effect of screening, same treatment",25,"ARR",0.0012,"(0.001,0.0015)",0.0012
"e1a1","Effect of screening, same treatment",25,"NNS",833.3333,"(689.4502,957.1886)",812.4136
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0025,"(0.0022,0.0028)",0.0025
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0019,0.0024)",0.0021
"e1a2","Effect of screening, same treatment",10,"MRR",0.84,"(0.804,0.894)",0.8507
"e1a2","Effect of screening, same treatment",10,"ARR",4e-04,"(2e-04,5e-04)",4e-04
"e1a2","Effect of screening, same treatment",10,"NNS",2500,"(2019.3878,4014.4231)",2771.3419
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0111,"(0.0104,0.0117)",0.0111
"e1a2","Effect of screening, same treatment",25,"MRR",0.8538,"(0.8305,0.8671)",0.8508
"e1a2","Effect of screening, same treatment",25,"ARR",0.0019,"(0.0017,0.0022)",0.0019
"e1a2","Effect of screening, same treatment",25,"NNS",526.3158,"(453.3815,579.799)",518.3951
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0034,"(0.003,0.0037)",0.0034
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0029,"(0.0025,0.0031)",0.0029
"e1a3","Effect of screening, same treatment",10,"MRR",0.8529,"(0.8137,0.8868)",0.8511
"e1a3","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,6e-04)",5e-04
"e1a3","Effect of screening, same treatment",10,"NNS",2000,"(1586.4415,2631.5789)",2036.3896
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0138,"(0.0132,0.0145)",0.0138
"e1a3","Effect of screening, same treatment",25,"MRR",0.8519,"(0.8373,0.8657)",0.8504
"e1a3","Effect of screening, same treatment",25,"ARR",0.0024,"(0.0022,0.0027)",0.0024
"e1a3","Effect of screening, same treatment",25,"NNS",416.6667,"(371.0244,463.0801)",413.2121
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0041,"(0.0038,0.0045)",0.0041
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0035,"(0.0032,0.0038)",0.0035
"e1a4","Effect of screening, same treatment",10,"MRR",0.8537,"(0.8089,0.8821)",0.8504
"e1a4","Effect of screening, same treatment",10,"ARR",6e-04,"(5e-04,8e-04)",6e-04
"e1a4","Effect of screening, same treatment",10,"NNS",1666.6667,"(1273.1331,2106.6046)",1655.3637
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0158,"(0.0152,0.0167)",0.0158
"e1a4","Effect of screening, same treatment",25,"MRR",0.8495,"(0.8377,0.8664)",0.8502
"e1a4","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0025,0.003)",0.0028
"e1a4","Effect of screening, same treatment",25,"NNS",357.1429,"(328.3811,403.3137)",360.589
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0017,"(0.0014,0.002)",0.0017
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0014,"(0.0012,0.0017)",0.0014
"e2a1","Effect of screening, same treatment",10,"MRR",0.8235,"(0.8021,0.9101)",0.8517
"e2a1","Effect of screening, same treatment",10,"ARR",3e-04,"(1e-04,4e-04)",3e-04
"e2a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(2702.7027,6916.6667)",4177.2218
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0083,"(0.0075,0.0088)",0.0083
"e2a1","Effect of screening, same treatment",25,"MRR",0.8557,"(0.8303,0.8767)",0.8552
"e2a1","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0012,0.0016)",0.0014
"e2a1","Effect of screening, same treatment",25,"NNS",714.2857,"(613.4969,823.2286)",717.4155
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0027,"(0.0025,0.0031)",0.0027
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0023,"(0.0021,0.0026)",0.0023
"e2a2","Effect of screening, same treatment",10,"MRR",0.8519,"(0.8127,0.8957)",0.8516
"e2a2","Effect of screening, same treatment",10,"ARR",4e-04,"(3e-04,5e-04)",4e-04
"e2a2","Effect of screening, same treatment",10,"NNS",2500,"(1851.8519,3582.3755)",2540.4865
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0123,"(0.0115,0.0129)",0.0123
"e2a2","Effect of screening, same treatment",25,"MRR",0.8542,"(0.8362,0.8688)",0.8537
