"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.006,"(0.0055,0.0064)",0.006
"e1a1","Effect of screening, same treatment",25,"MRR",0.7229,"(0.6928,0.7473)",0.7197
"e1a1","Effect of screening, same treatment",25,"ARR",0.0023,"(0.002,0.0027)",0.0023
"e1a1","Effect of screening, same treatment",25,"NNS",434.7826,"(375.2006,487.9355)",430.6803
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0086,0.0099)",0.0093
"e1a2","Effect of screening, same treatment",25,"MRR",0.7154,"(0.69,0.7428)",0.7128
"e1a2","Effect of screening, same treatment",25,"ARR",0.0037,"(0.0033,0.0041)",0.0037
"e1a2","Effect of screening, same treatment",25,"NNS",270.2703,"(245.3841,299.8732)",268.8854
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0115,"(0.0109,0.0122)",0.0115
"e1a3","Effect of screening, same treatment",25,"MRR",0.7099,"(0.6903,0.7366)",0.7111
"e1a3","Effect of screening, same treatment",25,"ARR",0.0047,"(0.0043,0.005)",0.0047
"e1a3","Effect of screening, same treatment",25,"NNS",212.766,"(198.0198,233.3862)",213.6822
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0132,"(0.0126,0.0139)",0.0132
"e1a4","Effect of screening, same treatment",25,"MRR",0.7097,"(0.6887,0.7314)",0.7096
"e1a4","Effect of screening, same treatment",25,"ARR",0.0054,"(0.0049,0.0058)",0.0054
"e1a4","Effect of screening, same treatment",25,"NNS",185.1852,"(172.7116,203.9309)",185.7569
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0071,"(0.0066,0.0076)",0.0071
"e2a1","Effect of screening, same treatment",25,"MRR",0.732,"(0.7063,0.7622)",0.7352
"e2a1","Effect of screening, same treatment",25,"ARR",0.0026,"(0.0023,0.0028)",0.0026
"e2a1","Effect of screening, same treatment",25,"NNS",384.6154,"(352.055,438.8226)",391.2214
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0104,"(0.0097,0.011)",0.0104
"e2a2","Effect of screening, same treatment",25,"MRR",0.7222,"(0.7039,0.7486)",0.7239
"e2a2","Effect of screening, same treatment",25,"ARR",0.004,"(0.0035,0.0043)",0.004
"e2a2","Effect of screening, same treatment",25,"NNS",250,"(231.7366,282.1522)",252.8951
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0168,0.0184)",0.0176
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0127,"(0.012,0.0134)",0.0127
"e2a3","Effect of screening, same treatment",25,"MRR",0.7216,"(0.7009,0.7412)",0.7203
"e2a3","Effect of screening, same treatment",25,"ARR",0.0049,"(0.0045,0.0053)",0.0049
"e2a3","Effect of screening, same treatment",25,"NNS",204.0816,"(187.4016,221.7295)",203.4852
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0199,"(0.0192,0.0209)",0.0199
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0143,"(0.0137,0.015)",0.0143
"e2a4","Effect of screening, same treatment",25,"MRR",0.7186,"(0.7004,0.7399)",0.7178
"e2a4","Effect of screening, same treatment",25,"ARR",0.0056,"(0.0051,0.0061)",0.0056
"e2a4","Effect of screening, same treatment",25,"NNS",178.5714,"(164.2036,195.1977)",178.0117
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.011,"(0.0103,0.0115)",0.011
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0082,"(0.0076,0.0087)",0.0082
"e3a1","Effect of screening, same treatment",25,"MRR",0.7455,"(0.7246,0.771)",0.7501
"e3a1","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0025,0.003)",0.0027
"e3a1","Effect of screening, same treatment",25,"NNS",357.1429,"(328.2945,400.8434)",366.3659
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0156,"(0.0149,0.0164)",0.0156
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0115,"(0.0108,0.0121)",0.0115
"e3a2","Effect of screening, same treatment",25,"MRR",0.7372,"(0.7156,0.7536)",0.7353
"e3a2","Effect of screening, same treatment",25,"ARR",0.0041,"(0.0038,0.0045)",0.0041
"e3a2","Effect of screening, same treatment",25,"NNS",243.9024,"(222.4144,265.4746)",242.2698
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0189,"(0.0181,0.0198)",0.0189
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0138,"(0.0131,0.0144)",0.0138
"e3a3","Effect of screening, same treatment",25,"MRR",0.7302,"(0.7129,0.7475)",0.73
"e3a3","Effect of screening, same treatment",25,"ARR",0.0051,"(0.0047,0.0055)",0.0051
"e3a3","Effect of screening, same treatment",25,"NNS",196.0784,"(183.3098,211.0745)",196.5507
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0212,"(0.0204,0.0222)",0.0212
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0154,"(0.0147,0.0161)",0.0154
"e3a4","Effect of screening, same treatment",25,"MRR",0.7264,"(0.7098,0.7429)",0.7266
"e3a4","Effect of screening, same treatment",25,"ARR",0.0058,"(0.0054,0.0063)",0.0058
"e3a4","Effect of screening, same treatment",25,"NNS",172.4138,"(159.9554,184.5384)",172.6758
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0121,"(0.0115,0.0127)",0.0121
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0086,0.0097)",0.0093
"e4a1","Effect of screening, same treatment",25,"MRR",0.7686,"(0.7395,0.7816)",0.7619
"e4a1","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0026,0.0033)",0.0029
"e4a1","Effect of screening, same treatment",25,"NNS",357.1429,"(306.1794,385.5779)",347.1676
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0168,"(0.0161,0.0175)",0.0168
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0125,"(0.0118,0.0132)",0.0125
"e4a2","Effect of screening, same treatment",25,"MRR",0.744,"(0.7235,0.7625)",0.7449
"e4a2","Effect of screening, same treatment",25,"ARR",0.0043,"(0.0039,0.0047)",0.0043
"e4a2","Effect of screening, same treatment",25,"NNS",232.5581,"(212.5081,255.1362)",233.6994
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0201,"(0.0193,0.0209)",0.0201
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0148,"(0.0142,0.0155)",0.0148
"e4a3","Effect of screening, same treatment",25,"MRR",0.7363,"(0.7225,0.7564)",0.7383
"e4a3","Effect of screening, same treatment",25,"ARR",0.0053,"(0.0049,0.0057)",0.0052
"e4a3","Effect of screening, same treatment",25,"NNS",188.6792,"(176.1761,205.984)",190.8852
"e4a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0224,"(0.0216,0.0233)",0.0224
"e4a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0164,"(0.0158,0.0173)",0.0164
"e4a4","Effect of screening, same treatment",25,"MRR",0.7321,"(0.7195,0.7521)",0.7342
"e4a4","Effect of screening, same treatment",25,"ARR",0.006,"(0.0055,0.0064)",0.006
"e4a4","Effect of screening, same treatment",25,"NNS",166.6667,"(156.5888,182.3417)",168.2933
"e1a2","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a2","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of treatment, without screening",25,"MRR",1.5663,"(1.5043,1.6186)",1.5622
"e1a2","Effect of treatment, without screening",25,"ARR",-0.0047,"(-0.0051,-0.0043)",-0.0047
"e1a2","Effect of treatment, without screening",25,"NNS",-212.766,"(-230.6941,-195.6763)",-214.5166
"e1a2","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.006,"(0.0055,0.0064)",0.006
"e1a2","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0093,"(0.0086,0.0099)",0.0093
"e1a2","Effect of treatment, with screening",25,"MRR",1.55,"(1.4842,1.6178)",1.5472
"e1a2","Effect of treatment, with screening",25,"ARR",-0.0033,"(-0.0036,-0.003)",-0.0033
"e1a2","Effect of treatment, with screening",25,"NNS",-303.0303,"(-335.101,-276.1752)",-306.5053
"e1a3","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a3","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of treatment, without screening",25,"MRR",1.9518,"(1.871,2.0422)",1.9532
"e1a3","Effect of treatment, without screening",25,"ARR",-0.0079,"(-0.0084,-0.0074)",-0.0079
"e1a3","Effect of treatment, without screening",25,"NNS",-126.5823,"(-134.2374,-119.0407)",-126.4222
"e1a3","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.006,"(0.0055,0.0064)",0.006
"e1a3","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0115,"(0.0109,0.0122)",0.0115
"e1a3","Effect of treatment, with screening",25,"MRR",1.9167,"(1.8389,2.0415)",1.9301
