"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0066,"(0.006,0.007)",0.0066
"e1a1","Effect of screening, same treatment",25,"MRR",0.7952,"(0.7618,0.8188)",0.7888
"e1a1","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0015,0.002)",0.0018
"e1a1","Effect of screening, same treatment",25,"NNS",588.2353,"(494.7508,669.0157)",572.9565
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0098,"(0.0092,0.0104)",0.0098
"e1a2","Effect of screening, same treatment",25,"MRR",0.7538,"(0.7341,0.7879)",0.757
"e1a2","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0028,0.0035)",0.0032
"e1a2","Effect of screening, same treatment",25,"NNS",312.5,"(285.2869,357.8149)",318.1725
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0121,"(0.0115,0.0128)",0.0121
"e1a3","Effect of screening, same treatment",25,"MRR",0.7469,"(0.7278,0.7714)",0.7465
"e1a3","Effect of screening, same treatment",25,"ARR",0.0041,"(0.0037,0.0045)",0.0041
"e1a3","Effect of screening, same treatment",25,"NNS",243.9024,"(221.472,268.1344)",243.6586
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0138,"(0.0132,0.0144)",0.0138
"e1a4","Effect of screening, same treatment",25,"MRR",0.7419,"(0.7194,0.763)",0.7406
"e1a4","Effect of screening, same treatment",25,"ARR",0.0048,"(0.0043,0.0052)",0.0048
"e1a4","Effect of screening, same treatment",25,"NNS",208.3333,"(191.013,230.4425)",208.0133
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0082,"(0.0077,0.0087)",0.0082
"e2a1","Effect of screening, same treatment",25,"MRR",0.8454,"(0.8247,0.8674)",0.8487
"e2a1","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0017)",0.0015
"e2a1","Effect of screening, same treatment",25,"NNS",666.6667,"(593.1621,796.9841)",686.9304
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0115,"(0.0108,0.0122)",0.0115
"e2a2","Effect of screening, same treatment",25,"MRR",0.7986,"(0.7809,0.8209)",0.8005
"e2a2","Effect of screening, same treatment",25,"ARR",0.0029,"(0.0025,0.0032)",0.0029
"e2a2","Effect of screening, same treatment",25,"NNS",344.8276,"(314.379,392.1569)",350.4037
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0168,0.0184)",0.0176
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0138,"(0.0131,0.0145)",0.0138
"e2a3","Effect of screening, same treatment",25,"MRR",0.7841,"(0.7655,0.8022)",0.7828
"e2a3","Effect of screening, same treatment",25,"ARR",0.0038,"(0.0035,0.0042)",0.0038
"e2a3","Effect of screening, same treatment",25,"NNS",263.1579,"(236.6474,287.9439)",262.1728
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0199,"(0.0192,0.0209)",0.0199
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0154,"(0.0147,0.0162)",0.0154
"e2a4","Effect of screening, same treatment",25,"MRR",0.7739,"(0.7567,0.7935)",0.773
"e2a4","Effect of screening, same treatment",25,"ARR",0.0045,"(0.0041,0.0049)",0.0045
"e2a4","Effect of screening, same treatment",25,"NNS",222.2222,"(202.2145,243.7269)",221.3655
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.011,"(0.0103,0.0115)",0.011
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0098,"(0.0092,0.0103)",0.0098
"e3a1","Effect of screening, same treatment",25,"MRR",0.8909,"(0.87,0.9096)",0.8934
"e3a1","Effect of screening, same treatment",25,"ARR",0.0012,"(0.001,0.0014)",0.0012
"e3a1","Effect of screening, same treatment",25,"NNS",833.3333,"(701.3547,1038.3086)",864.2493
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0156,"(0.0149,0.0164)",0.0156
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0131,"(0.0124,0.0138)",0.0131
"e3a2","Effect of screening, same treatment",25,"MRR",0.8397,"(0.8205,0.8513)",0.8357
"e3a2","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0022,0.0029)",0.0026
"e3a2","Effect of screening, same treatment",25,"NNS",400,"(341.7592,445.7376)",391.1624
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0189,"(0.0181,0.0198)",0.0189
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0153,"(0.0147,0.0161)",0.0153
"e3a3","Effect of screening, same treatment",25,"MRR",0.8095,"(0.7977,0.8293)",0.8131
"e3a3","Effect of screening, same treatment",25,"ARR",0.0036,"(0.0032,0.0038)",0.0035
"e3a3","Effect of screening, same treatment",25,"NNS",277.7778,"(260.0616,310.1023)",284.2791
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0212,"(0.0204,0.0222)",0.0212
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.017,"(0.0163,0.0178)",0.017
"e3a4","Effect of screening, same treatment",25,"MRR",0.8019,"(0.7836,0.8151)",0.8006
"e3a4","Effect of screening, same treatment",25,"ARR",0.0042,"(0.0039,0.0046)",0.0042
"e3a4","Effect of screening, same treatment",25,"NNS",238.0952,"(215.9401,258.8706)",236.9083
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0121,"(0.0115,0.0127)",0.0121
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0112,"(0.0106,0.0118)",0.0112
"e4a1","Effect of screening, same treatment",25,"MRR",0.9256,"(0.9099,0.9417)",0.926
"e4a1","Effect of screening, same treatment",25,"ARR",9e-04,"(7e-04,0.0011)",9e-04
"e4a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(921.198,1379.8516)",1127.1989
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0168,"(0.0161,0.0175)",0.0168
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0145,"(0.0138,0.0152)",0.0145
"e4a2","Effect of screening, same treatment",25,"MRR",0.8631,"(0.8482,0.8797)",0.8633
"e4a2","Effect of screening, same treatment",25,"ARR",0.0023,"(0.002,0.0026)",0.0023
"e4a2","Effect of screening, same treatment",25,"NNS",434.7826,"(387.5969,497.9947)",437.0691
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0201,"(0.0193,0.0209)",0.0201
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0168,"(0.0162,0.0176)",0.0168
"e4a3","Effect of screening, same treatment",25,"MRR",0.8358,"(0.8225,0.855)",0.8376
"e4a3","Effect of screening, same treatment",25,"ARR",0.0033,"(0.0029,0.0036)",0.0033
