"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0015,"(0.0012,0.0017)",0.0015
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",9e-04,"(7e-04,0.0011)",9e-04
"e1a1","Effect of screening, same treatment",10,"MRR",0.6,"(0.533,0.6866)",0.6124
"e1a1","Effect of screening, same treatment",10,"ARR",6e-04,"(4e-04,7e-04)",6e-04
"e1a1","Effect of screening, same treatment",10,"NNS",1666.6667,"(1398.1808,2385.139)",1799.6984
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0052,"(0.0047,0.0056)",0.0052
"e1a1","Effect of screening, same treatment",25,"MRR",0.6265,"(0.5922,0.6558)",0.6254
"e1a1","Effect of screening, same treatment",25,"ARR",0.0031,"(0.0028,0.0034)",0.0031
"e1a1","Effect of screening, same treatment",25,"NNS",322.5806,"(290.623,361.6975)",321.9021
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0025,"(0.0022,0.0028)",0.0025
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0014,"(0.0012,0.0017)",0.0014
"e1a2","Effect of screening, same treatment",10,"MRR",0.56,"(0.5101,0.6338)",0.5676
"e1a2","Effect of screening, same treatment",10,"ARR",0.0011,"(9e-04,0.0013)",0.0011
"e1a2","Effect of screening, same treatment",10,"NNS",909.0909,"(793.3858,1157.4198)",937.1701
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0075,"(0.007,0.0081)",0.0075
"e1a2","Effect of screening, same treatment",25,"MRR",0.5769,"(0.5549,0.6131)",0.5805
"e1a2","Effect of screening, same treatment",25,"ARR",0.0055,"(0.0049,0.0059)",0.0054
"e1a2","Effect of screening, same treatment",25,"NNS",181.8182,"(169.7654,202.6908)",183.9011
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0034,"(0.003,0.0037)",0.0034
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0018,"(0.0016,0.0021)",0.0018
"e1a3","Effect of screening, same treatment",10,"MRR",0.5294,"(0.4948,0.6041)",0.5486
"e1a3","Effect of screening, same treatment",10,"ARR",0.0016,"(0.0013,0.0017)",0.0015
"e1a3","Effect of screening, same treatment",10,"NNS",625,"(581.0413,784.4796)",662.1388
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0092,"(0.0086,0.0098)",0.0092
"e1a3","Effect of screening, same treatment",25,"MRR",0.5679,"(0.5383,0.5903)",0.5645
"e1a3","Effect of screening, same treatment",25,"ARR",0.007,"(0.0066,0.0075)",0.0071
"e1a3","Effect of screening, same treatment",25,"NNS",142.8571,"(132.5338,150.7337)",141.6259
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0041,"(0.0038,0.0045)",0.0041
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0022,"(0.0019,0.0025)",0.0022
"e1a4","Effect of screening, same treatment",10,"MRR",0.5366,"(0.4872,0.5814)",0.5386
"e1a4","Effect of screening, same treatment",10,"ARR",0.0019,"(0.0017,0.0021)",0.0019
"e1a4","Effect of screening, same treatment",10,"NNS",526.3158,"(468.2427,604.3264)",529.9123
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0097,0.011)",0.0103
"e1a4","Effect of screening, same treatment",25,"MRR",0.5538,"(0.5316,0.5811)",0.5568
"e1a4","Effect of screening, same treatment",25,"ARR",0.0083,"(0.0077,0.0088)",0.0082
"e1a4","Effect of screening, same treatment",25,"NNS",120.4819,"(113.4839,130.4957)",121.6502
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0017,"(0.0014,0.002)",0.0017
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0012,"(0.001,0.0014)",0.0012
"e2a1","Effect of screening, same treatment",10,"MRR",0.7059,"(0.626,0.7681)",0.6948
"e2a1","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,7e-04)",5e-04
"e2a1","Effect of screening, same treatment",10,"NNS",2000,"(1492.5373,2819.4444)",1982.8041
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0069,"(0.0064,0.0074)",0.0069
"e2a1","Effect of screening, same treatment",25,"MRR",0.7113,"(0.6824,0.7375)",0.7119
"e2a1","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0025,0.0032)",0.0028
"e2a1","Effect of screening, same treatment",25,"NNS",357.1429,"(314.8562,394.5178)",359.5463
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0027,"(0.0025,0.0031)",0.0027
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0017,"(0.0015,0.002)",0.0017
"e2a2","Effect of screening, same treatment",10,"MRR",0.6296,"(0.573,0.6817)",0.6227
"e2a2","Effect of screening, same treatment",10,"ARR",0.001,"(8e-04,0.0012)",0.001
"e2a2","Effect of screening, same treatment",10,"NNS",1000,"(805.9478,1265.8228)",983.5714
