"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0068,"(0.0062,0.0072)",0.0068
"e1a1","Effect of screening, same treatment",25,"MRR",0.8193,"(0.7906,0.8397)",0.8163
"e1a1","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0018)",0.0015
"e1a1","Effect of screening, same treatment",25,"NNS",666.6667,"(550.8925,773.2343)",658.7553
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0108,"(0.0101,0.0114)",0.0108
"e1a2","Effect of screening, same treatment",25,"MRR",0.8308,"(0.8079,0.8451)",0.8286
"e1a2","Effect of screening, same treatment",25,"ARR",0.0022,"(0.002,0.0025)",0.0022
"e1a2","Effect of screening, same treatment",25,"NNS",454.5455,"(394.2802,503.845)",451.0241
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0135,"(0.0128,0.0142)",0.0135
"e1a3","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8185,0.8487)",0.8327
"e1a3","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.0031)",0.0027
"e1a3","Effect of screening, same treatment",25,"NNS",370.3704,"(327.8186,413.2231)",369.2775
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0155,"(0.0148,0.0164)",0.0155
"e1a4","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8211,0.8506)",0.8347
"e1a4","Effect of screening, same treatment",25,"ARR",0.0031,"(0.0028,0.0033)",0.0031
"e1a4","Effect of screening, same treatment",25,"NNS",322.5806,"(298.932,361.0807)",326.6161
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0077,"(0.007,0.0082)",0.0077
"e2a1","Effect of screening, same treatment",25,"MRR",0.7938,"(0.7747,0.8212)",0.7968
"e2a1","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0022)",0.002
"e2a1","Effect of screening, same treatment",25,"NNS",500,"(456.5263,581.3953)",510.0156
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0117,"(0.011,0.0124)",0.0117
"e2a2","Effect of screening, same treatment",25,"MRR",0.8125,"(0.7975,0.8326)",0.8143
"e2a2","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.0029)",0.0027
"e2a2","Effect of screening, same treatment",25,"NNS",370.3704,"(340.5951,421.2024)",376.2145
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0168,0.0184)",0.0176
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0145,"(0.0138,0.0151)",0.0145
"e2a3","Effect of screening, same treatment",25,"MRR",0.8239,"(0.8036,0.8371)",0.8207
"e2a3","Effect of screening, same treatment",25,"ARR",0.0031,"(0.0028,0.0035)",0.0032
"e2a3","Effect of screening, same treatment",25,"NNS",322.5806,"(289.7808,351.5963)",317.6391
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0199,"(0.0192,0.0209)",0.0199
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0164,"(0.0158,0.0173)",0.0164
"e2a4","Effect of screening, same treatment",25,"MRR",0.8241,"(0.8081,0.8382)",0.824
"e2a4","Effect of screening, same treatment",25,"ARR",0.0035,"(0.0032,0.0039)",0.0035
