"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0015,"(0.0012,0.0017)",0.0015
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0012,"(0.001,0.0014)",0.0012
"e1a1","Effect of screening, same treatment",10,"MRR",0.8,"(0.7556,0.8822)",0.8174
"e1a1","Effect of screening, same treatment",10,"ARR",3e-04,"(2e-04,4e-04)",3e-04
"e1a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(2702.7027,6075.3676)",3913.2292
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0068,"(0.0062,0.0072)",0.0068
"e1a1","Effect of screening, same treatment",25,"MRR",0.8193,"(0.7906,0.8397)",0.8163
"e1a1","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0018)",0.0015
"e1a1","Effect of screening, same treatment",25,"NNS",666.6667,"(550.8925,773.2343)",658.7553
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0025,"(0.0022,0.0028)",0.0025
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0018,0.0023)",0.0021
"e1a2","Effect of screening, same treatment",10,"MRR",0.84,"(0.7841,0.8809)",0.8316
"e1a2","Effect of screening, same treatment",10,"ARR",4e-04,"(3e-04,6e-04)",4e-04
"e1a2","Effect of screening, same treatment",10,"NNS",2500,"(1817.1296,3458.3333)",2445.8679
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0108,"(0.0101,0.0114)",0.0108
"e1a2","Effect of screening, same treatment",25,"MRR",0.8308,"(0.8079,0.8451)",0.8286
"e1a2","Effect of screening, same treatment",25,"ARR",0.0022,"(0.002,0.0025)",0.0022
"e1a2","Effect of screening, same treatment",25,"NNS",454.5455,"(394.2802,503.845)",451.0241
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0034,"(0.003,0.0037)",0.0034
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0028,"(0.0025,0.0031)",0.0028
"e1a3","Effect of screening, same treatment",10,"MRR",0.8235,"(0.8005,0.8778)",0.8371
"e1a3","Effect of screening, same treatment",10,"ARR",6e-04,"(4e-04,7e-04)",5e-04
"e1a3","Effect of screening, same treatment",10,"NNS",1666.6667,"(1503.2791,2411.4402)",1855.603
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0135,"(0.0128,0.0142)",0.0135
"e1a3","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8185,0.8487)",0.8327
"e1a3","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.0031)",0.0027
"e1a3","Effect of screening, same treatment",25,"NNS",370.3704,"(327.8186,413.2231)",369.2775
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0041,"(0.0038,0.0045)",0.0041
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0034,"(0.0031,0.0038)",0.0034
"e1a4","Effect of screening, same treatment",10,"MRR",0.8293,"(0.7997,0.8721)",0.8389
"e1a4","Effect of screening, same treatment",10,"ARR",7e-04,"(5e-04,8e-04)",7e-04
"e1a4","Effect of screening, same treatment",10,"NNS",1428.5714,"(1218.9499,1925.6382)",1533.3407
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0155,"(0.0148,0.0164)",0.0155
"e1a4","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8211,0.8506)",0.8347
"e1a4","Effect of screening, same treatment",25,"ARR",0.0031,"(0.0028,0.0033)",0.0031
"e1a4","Effect of screening, same treatment",25,"NNS",322.5806,"(298.932,361.0807)",326.6161
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0017,"(0.0014,0.002)",0.0017
