"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0052,"(0.0047,0.0056)",0.0052
"e1a1","Effect of screening, same treatment",25,"MRR",0.6265,"(0.5922,0.6558)",0.6254
"e1a1","Effect of screening, same treatment",25,"ARR",0.0031,"(0.0028,0.0034)",0.0031
"e1a1","Effect of screening, same treatment",25,"NNS",322.5806,"(290.623,361.6975)",321.9021
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0075,"(0.007,0.0081)",0.0075
"e1a2","Effect of screening, same treatment",25,"MRR",0.5769,"(0.5549,0.6131)",0.5805
"e1a2","Effect of screening, same treatment",25,"ARR",0.0055,"(0.0049,0.0059)",0.0054
"e1a2","Effect of screening, same treatment",25,"NNS",181.8182,"(169.7654,202.6908)",183.9011
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0092,"(0.0086,0.0098)",0.0092
"e1a3","Effect of screening, same treatment",25,"MRR",0.5679,"(0.5383,0.5903)",0.5645
"e1a3","Effect of screening, same treatment",25,"ARR",0.007,"(0.0066,0.0075)",0.0071
"e1a3","Effect of screening, same treatment",25,"NNS",142.8571,"(132.5338,150.7337)",141.6259
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0097,0.011)",0.0103
"e1a4","Effect of screening, same treatment",25,"MRR",0.5538,"(0.5316,0.5811)",0.5568
"e1a4","Effect of screening, same treatment",25,"ARR",0.0083,"(0.0077,0.0088)",0.0082
"e1a4","Effect of screening, same treatment",25,"NNS",120.4819,"(113.4839,130.4957)",121.6502
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
