"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0055,"(0.005,0.0059)",0.0055
"e1a1","Effect of screening, same treatment",25,"MRR",0.6627,"(0.6249,0.6938)",0.6598
"e1a1","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0025,0.0032)",0.0028
"e1a1","Effect of screening, same treatment",25,"NNS",357.1429,"(317.4131,404.8583)",354.7982
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0078,"(0.0072,0.0084)",0.0078
"e1a2","Effect of screening, same treatment",25,"MRR",0.6,"(0.5748,0.6357)",0.6026
"e1a2","Effect of screening, same treatment",25,"ARR",0.0052,"(0.0046,0.0056)",0.0052
"e1a2","Effect of screening, same treatment",25,"NNS",192.3077,"(178.8612,216.4747)",194.1571
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0095,"(0.0089,0.0101)",0.0095
"e1a3","Effect of screening, same treatment",25,"MRR",0.5864,"(0.5557,0.6098)",0.5822
"e1a3","Effect of screening, same treatment",25,"ARR",0.0067,"(0.0063,0.0073)",0.0068
"e1a3","Effect of screening, same treatment",25,"NNS",149.2537,"(137.6326,158.2408)",147.6342
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0106,"(0.01,0.0113)",0.0106
"e1a4","Effect of screening, same treatment",25,"MRR",0.5699,"(0.5464,0.5989)",0.5723
