"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0074,"(0.0067,0.0079)",0.0074
"e1a1","Effect of screening, same treatment",25,"MRR",0.8916,"(0.8595,0.9082)",0.8854
"e1a1","Effect of screening, same treatment",25,"ARR",9e-04,"(8e-04,0.0012)",0.001
"e1a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(861.7614,1316.8831)",1061.4449
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0113,"(0.0107,0.012)",0.0113
"e1a2","Effect of screening, same treatment",25,"MRR",0.8692,"(0.8537,0.8891)",0.8729
"e1a2","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0014,0.0019)",0.0017
"e1a2","Effect of screening, same treatment",25,"NNS",588.2353,"(520.8333,696.994)",609.252
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0141,"(0.0135,0.0148)",0.0141
"e1a3","Effect of screening, same treatment",25,"MRR",0.8704,"(0.8535,0.8837)",0.8681
"e1a3","Effect of screening, same treatment",25,"ARR",0.0021,"(0.0019,0.0024)",0.0021
"e1a3","Effect of screening, same treatment",25,"NNS",476.1905,"(413.2231,526.4689)",468.9555
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0161,"(0.0154,0.017)",0.0161
"e1a4","Effect of screening, same treatment",25,"MRR",0.8656,"(0.8518,0.88)",0.8657
"e1a4","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0022,0.0028)",0.0025
"e1a4","Effect of screening, same treatment",25,"NNS",400,"(362.3188,446.5371)",402.3507
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0088,"(0.0081,0.0094)",0.0088
"e2a1","Effect of screening, same treatment",25,"MRR",0.9072,"(0.8895,0.9264)",0.9103
"e2a1","Effect of screening, same treatment",25,"ARR",9e-04,"(7e-04,0.001)",9e-04
"e2a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(961.165,1390.1216)",1163.2598
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0128,"(0.0121,0.0135)",0.0128
"e2a2","Effect of screening, same treatment",25,"MRR",0.8889,"(0.8735,0.9044)",0.8909
"e2a2","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0014,0.0018)",0.0016
"e2a2","Effect of screening, same treatment",25,"NNS",625,"(556.9092,727.4146)",642.3439
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0168,0.0184)",0.0176
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0156,"(0.0148,0.0163)",0.0156
"e2a3","Effect of screening, same treatment",25,"MRR",0.8864,"(0.8707,0.8956)",0.8832
