"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0063,"(0.0058,0.0068)",0.0063
"e1a1","Effect of screening, same treatment",25,"MRR",0.759,"(0.729,0.7816)",0.7544
"e1a1","Effect of screening, same treatment",25,"ARR",0.002,"(0.0018,0.0023)",0.002
"e1a1","Effect of screening, same treatment",25,"NNS",500,"(431.7826,560.3069)",491.6217
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0095,"(0.0089,0.0101)",0.0095
"e1a2","Effect of screening, same treatment",25,"MRR",0.7308,"(0.7129,0.7643)",0.735
"e1a2","Effect of screening, same treatment",25,"ARR",0.0035,"(0.0031,0.0038)",0.0034
"e1a2","Effect of screening, same treatment",25,"NNS",285.7143,"(265.5871,323.6804)",291.4951
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0118,"(0.0113,0.0125)",0.0118
"e1a3","Effect of screening, same treatment",25,"MRR",0.7284,"(0.7089,0.7532)",0.7289
"e1a3","Effect of screening, same treatment",25,"ARR",0.0044,"(0.004,0.0048)",0.0044
"e1a3","Effect of screening, same treatment",25,"NNS",227.2727,"(208.7283,249.0819)",227.7097
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0135,"(0.0129,0.0141)",0.0135
"e1a4","Effect of screening, same treatment",25,"MRR",0.7258,"(0.7058,0.7491)",0.7251
"e1a4","Effect of screening, same treatment",25,"ARR",0.0051,"(0.0046,0.0055)",0.0051
"e1a4","Effect of screening, same treatment",25,"NNS",196.0784,"(180.9722,216.2282)",196.2784
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0077,"(0.0071,0.0082)",0.0077
"e2a1","Effect of screening, same treatment",25,"MRR",0.7938,"(0.7638,0.8193)",0.7936
"e2a1","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0023)",0.002
"e2a1","Effect of screening, same treatment",25,"NNS",500,"(435.6845,573.3546)",502.5791
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.011,"(0.0103,0.0115)",0.011
"e2a2","Effect of screening, same treatment",25,"MRR",0.7639,"(0.7444,0.786)",0.7633
"e2a2","Effect of screening, same treatment",25,"ARR",0.0034,"(0.003,0.0037)",0.0034
"e2a2","Effect of screening, same treatment",25,"NNS",294.1176,"(269.5418,329.0698)",295.1396
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0168,0.0184)",0.0176
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0132,"(0.0126,0.0139)",0.0132
"e2a3","Effect of screening, same treatment",25,"MRR",0.75,"(0.7367,0.7725)",0.7525
"e2a3","Effect of screening, same treatment",25,"ARR",0.0044,"(0.004,0.0047)",0.0044
"e2a3","Effect of screening, same treatment",25,"NNS",227.2727,"(211.3951,251.5885)",229.9583
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0199,"(0.0192,0.0209)",0.0199
