"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"MRR",NA,"(1,1)"
"e1a1","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"NNS",Inf,"(1e+05,1e+05)"
"e1a1","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",1e-04,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",2,"MRR",0,"(0.75,1)"
"e1a1","Effect of screening, same treatment",2,"ARR",1e-04,"(0,0)"
"e1a1","Effect of screening, same treatment",2,"NNS",10000,"(87500,1e+05)"
"e1a1","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",3,"MRR",1,"(0.8,1)"
"e1a1","Effect of screening, same treatment",3,"ARR",0,"(0,0)"
"e1a1","Effect of screening, same treatment",3,"NNS",Inf,"(33333.3333,1e+05)"
"e1a1","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",2e-04,"(2e-04,3e-04)"
"e1a1","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",2e-04,"(2e-04,3e-04)"
"e1a1","Effect of screening, same treatment",4,"MRR",1,"(0.8383,0.9802)"
"e1a1","Effect of screening, same treatment",4,"ARR",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",4,"NNS",Inf,"(25000,1e+05)"
"e1a1","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",4e-04,"(3e-04,5e-04)"
"e1a1","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",3e-04,"(3e-04,4e-04)"
"e1a1","Effect of screening, same treatment",5,"MRR",0.75,"(0.8416,0.9765)"
"e1a1","Effect of screening, same treatment",5,"ARR",1e-04,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",5,"NNS",10000,"(16666.6667,1e+05)"
"e1a1","Effect of screening, same treatment",6,"Cumulative Incidence, Group 0",5e-04,"(5e-04,7e-04)"
"e1a1","Effect of screening, same treatment",6,"Cumulative Incidence, Group 1",5e-04,"(4e-04,6e-04)"
"e1a1","Effect of screening, same treatment",6,"MRR",1,"(0.8545,0.9608)"
"e1a1","Effect of screening, same treatment",6,"ARR",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",6,"NNS",Inf,"(12500,50000)"
"e1a1","Effect of screening, same treatment",7,"Cumulative Incidence, Group 0",7e-04,"(7e-04,9e-04)"
"e1a1","Effect of screening, same treatment",7,"Cumulative Incidence, Group 1",6e-04,"(6e-04,8e-04)"
"e1a1","Effect of screening, same treatment",7,"MRR",0.8571,"(0.8487,0.9575)"
"e1a1","Effect of screening, same treatment",7,"ARR",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",7,"NNS",10000,"(9090.9091,33333.3333)"
"e1a1","Effect of screening, same treatment",8,"Cumulative Incidence, Group 0",0.001,"(9e-04,0.0011)"
"e1a1","Effect of screening, same treatment",8,"Cumulative Incidence, Group 1",8e-04,"(8e-04,0.001)"
"e1a1","Effect of screening, same treatment",8,"MRR",0.8,"(0.8571,0.9471)"
"e1a1","Effect of screening, same treatment",8,"ARR",2e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",8,"NNS",5000,"(7142.8571,20000)"
"e1a1","Effect of screening, same treatment",9,"Cumulative Incidence, Group 0",0.0012,"(0.0011,0.0014)"
"e1a1","Effect of screening, same treatment",9,"Cumulative Incidence, Group 1",0.0011,"(0.001,0.0012)"
"e1a1","Effect of screening, same treatment",9,"MRR",0.9167,"(0.8645,0.9415)"
"e1a1","Effect of screening, same treatment",9,"ARR",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",9,"NNS",10000,"(6250,14285.7143)"
