"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0081,0.0088)"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0075,"(0.0073,0.008)"
"e1a1","Effect of screening, same treatment",25,"MRR",0.9036,"(0.8884,0.9166)"
"e1a1","Effect of screening, same treatment",25,"ARR",8e-04,"(8e-04,0.0011)"
"e1a1","Effect of screening, same treatment",25,"NNS",1250,"(1098.9011,1441.0729)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0127,0.0137)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0114,"(0.0112,0.0121)"
"e1a2","Effect of screening, same treatment",25,"MRR",0.8769,"(0.8739,0.8951)"
"e1a2","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0015,0.0018)"
"e1a2","Effect of screening, same treatment",25,"NNS",625,"(612.5617,749.2145)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.016,0.017)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0142,"(0.0139,0.0149)"
"e1a3","Effect of screening, same treatment",25,"MRR",0.8765,"(0.8684,0.8887)"
"e1a3","Effect of screening, same treatment",25,"ARR",0.002,"(0.002,0.0023)"
"e1a3","Effect of screening, same treatment",25,"NNS",500,"(465.1163,548.0244)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0183,0.0195)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0162,"(0.0159,0.0171)"
"e1a4","Effect of screening, same treatment",25,"MRR",0.871,"(0.8655,0.8843)"
"e1a4","Effect of screening, same treatment",25,"ARR",0.0024,"(0.0023,0.0027)"
"e1a4","Effect of screening, same treatment",25,"NNS",416.6667,"(399.6016,466.3863)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.0095,0.0102)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.009,"(0.0088,0.0095)"
"e2a1","Effect of screening, same treatment",25,"MRR",0.9278,"(0.9225,0.9405)"
"e2a1","Effect of screening, same treatment",25,"ARR",7e-04,"(6e-04,9e-04)"
"e2a1","Effect of screening, same treatment",25,"NNS",1428.5714,"(1333.3333,1773.511)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0141,0.0151)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.013,"(0.0127,0.0136)"
"e2a2","Effect of screening, same treatment",25,"MRR",0.9028,"(0.8978,0.9147)"
