"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0069,"(0.0064,0.0074)",0.0069
"e1a1","Effect of screening, same treatment",25,"MRR",0.8415,"(0.8132,0.8647)",0.8378
"e1a1","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0011,0.0015)",0.0013
"e1a1","Effect of screening, same treatment",25,"NNS",769.2308,"(651.3666,902.7778)",757.3112
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0088,"(0.0082,0.0094)",0.0088
"e1a2","Effect of screening, same treatment",25,"MRR",0.7333,"(0.7078,0.7573)",0.731
"e1a2","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0029,0.0036)",0.0032
"e1a2","Effect of screening, same treatment",25,"NNS",312.5,"(275.8436,342.5284)",310.2248
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0098,0.0109)",0.0103
"e1a3","Effect of screening, same treatment",25,"MRR",0.6821,"(0.6594,0.7045)",0.6832
"e1a3","Effect of screening, same treatment",25,"ARR",0.0048,"(0.0043,0.0052)",0.0048
"e1a3","Effect of screening, same treatment",25,"NNS",208.3333,"(192.2131,229.9753)",209.7579
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0116,"(0.011,0.0123)",0.0116
"e1a4","Effect of screening, same treatment",25,"MRR",0.6591,"(0.634,0.6829)",0.6572
