"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0019,"(0.0016,0.0021)",0.0019
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0015,"(0.0012,0.0017)",0.0015
"e1a1","Effect of screening, same treatment",10,"MRR",0.7895,"(0.7449,0.8476)",0.7968
"e1a1","Effect of screening, same treatment",10,"ARR",4e-04,"(3e-04,5e-04)",4e-04
"e1a1","Effect of screening, same treatment",10,"NNS",2500,"(2019.3878,3703.7037)",2714.97
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0066,"(0.0061,0.0071)",0.0066
"e1a1","Effect of screening, same treatment",25,"MRR",0.8049,"(0.7793,0.8315)",0.8048
"e1a1","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0014,0.0018)",0.0016
"e1a1","Effect of screening, same treatment",25,"NNS",625,"(549.4505,729.927)",628.054
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0028,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0018,0.0024)",0.0021
"e1a2","Effect of screening, same treatment",10,"MRR",0.75,"(0.7086,0.8045)",0.7615
"e1a2","Effect of screening, same treatment",10,"ARR",7e-04,"(5e-04,8e-04)",7e-04
"e1a2","Effect of screening, same treatment",10,"NNS",1428.5714,"(1226.2801,1923.0769)",1515.3344
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0087,0.0098)",0.0093
"e1a2","Effect of screening, same treatment",25,"MRR",0.775,"(0.7504,0.7949)",0.7718
"e1a2","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.003)",0.0027
"e1a2","Effect of screening, same treatment",25,"NNS",370.3704,"(332.7519,415.8454)",365.7766
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0033,0.004)",0.0036
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0027,"(0.0024,0.003)",0.0027
"e1a3","Effect of screening, same treatment",10,"MRR",0.75,"(0.6946,0.7871)",0.7468
"e1a3","Effect of screening, same treatment",10,"ARR",9e-04,"(8e-04,0.0011)",9e-04
"e1a3","Effect of screening, same treatment",10,"NNS",1111.1111,"(900.5682,1315.7895)",1099.3802
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
