"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0019,"(0.0016,0.0021)",0.0019
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0015,"(0.0013,0.0018)",0.0015
"e1a1","Effect of screening, same treatment",10,"MRR",0.7895,"(0.7657,0.8757)",0.8304
"e1a1","Effect of screening, same treatment",10,"ARR",4e-04,"(2e-04,4e-04)",3e-04
"e1a1","Effect of screening, same treatment",10,"NNS",2500,"(2380.9524,4545.4545)",3287.9664
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0069,"(0.0064,0.0074)",0.0069
"e1a1","Effect of screening, same treatment",25,"MRR",0.8415,"(0.8132,0.8647)",0.8378
"e1a1","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0011,0.0015)",0.0013
"e1a1","Effect of screening, same treatment",25,"NNS",769.2308,"(651.3666,902.7778)",757.3112
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0028,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.002,"(0.0017,0.0022)",0.002
"e1a2","Effect of screening, same treatment",10,"MRR",0.7143,"(0.6508,0.775)",0.7158
"e1a2","Effect of screening, same treatment",10,"ARR",8e-04,"(6e-04,0.001)",8e-04
"e1a2","Effect of screening, same treatment",10,"NNS",1250,"(1010.101,1641.129)",1272.3308
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0088,"(0.0082,0.0094)",0.0088
"e1a2","Effect of screening, same treatment",25,"MRR",0.7333,"(0.7078,0.7573)",0.731
"e1a2","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0029,0.0036)",0.0032
"e1a2","Effect of screening, same treatment",25,"NNS",312.5,"(275.8436,342.5284)",310.2248
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0033,0.004)",0.0036
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0024,"(0.0021,0.0027)",0.0024
"e1a3","Effect of screening, same treatment",10,"MRR",0.6667,"(0.6131,0.7098)",0.6675
"e1a3","Effect of screening, same treatment",10,"ARR",0.0012,"(0.001,0.0015)",0.0012
"e1a3","Effect of screening, same treatment",10,"NNS",833.3333,"(684.9315,1005.303)",835.7458
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0098,0.0109)",0.0103
"e1a3","Effect of screening, same treatment",25,"MRR",0.6821,"(0.6594,0.7045)",0.6832
"e1a3","Effect of screening, same treatment",25,"ARR",0.0048,"(0.0043,0.0052)",0.0048
"e1a3","Effect of screening, same treatment",25,"NNS",208.3333,"(192.2131,229.9753)",209.7579
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0044,"(0.0041,0.0047)",0.0044
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0028,"(0.0025,0.0031)",0.0028
"e1a4","Effect of screening, same treatment",10,"MRR",0.6364,"(0.5833,0.6846)",0.6404
"e1a4","Effect of screening, same treatment",10,"ARR",0.0016,"(0.0013,0.0018)",0.0016
"e1a4","Effect of screening, same treatment",10,"NNS",625,"(543.2471,743.6429)",640.4231
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0116,"(0.011,0.0123)",0.0116
"e1a4","Effect of screening, same treatment",25,"MRR",0.6591,"(0.634,0.6829)",0.6572
"e1a4","Effect of screening, same treatment",25,"ARR",0.006,"(0.0055,0.0065)",0.006
"e1a4","Effect of screening, same treatment",25,"NNS",166.6667,"(153.9588,181.0401)",166.1974
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0023,"(0.002,0.0026)",0.0023
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0018,0.0024)",0.0021
"e2a1","Effect of screening, same treatment",10,"MRR",0.913,"(0.8835,0.97)",0.9286
"e2a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e2a1","Effect of screening, same treatment",10,"NNS",5000,"(3569.6041,14285.7143)",7117.3408
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0088,0.0099)",0.0093
"e2a1","Effect of screening, same treatment",25,"MRR",0.93,"(0.909,0.9471)",0.9266
"e2a1","Effect of screening, same treatment",25,"ARR",7e-04,"(5e-04,9e-04)",7e-04
"e2a1","Effect of screening, same treatment",25,"NNS",1428.5714,"(1075.2688,1893.0481)",1392.872
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0032,"(0.0029,0.0035)",0.0032
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0026,"(0.0023,0.0029)",0.0026
"e2a2","Effect of screening, same treatment",10,"MRR",0.8125,"(0.7616,0.838)",0.7994
"e2a2","Effect of screening, same treatment",10,"ARR",6e-04,"(5e-04,8e-04)",6e-04
"e2a2","Effect of screening, same treatment",10,"NNS",1666.6667,"(1257.1225,1942.8733)",1567.5798
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0138,"(0.0133,0.0145)",0.0138
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0112,"(0.0106,0.0118)",0.0112
"e2a2","Effect of screening, same treatment",25,"MRR",0.8116,"(0.7912,0.8266)",0.8093
"e2a2","Effect of screening, same treatment",25,"ARR",0.0026,"(0.0024,0.0029)",0.0026
