"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0068,"(0.0063,0.0073)",0.0068
"e1a1","Effect of screening, same treatment",25,"MRR",0.8293,"(0.8016,0.852)",0.8279
"e1a1","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0012,0.0016)",0.0014
"e1a1","Effect of screening, same treatment",25,"NNS",714.2857,"(611.3917,855.6814)",712.7282
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.01,"(0.0095,0.0106)",0.01
"e1a2","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8126,0.8594)",0.8346
"e1a2","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0023)",0.002
"e1a2","Effect of screening, same treatment",25,"NNS",500,"(440.5286,590.2778)",505.6061
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0126,"(0.012,0.0134)",0.0126
"e1a3","Effect of screening, same treatment",25,"MRR",0.8344,"(0.8159,0.8552)",0.8368
"e1a3","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0021,0.0028)",0.0025
"e1a3","Effect of screening, same treatment",25,"NNS",400,"(360.9504,465.2345)",407.8771
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0147,"(0.014,0.0155)",0.0147
"e1a4","Effect of screening, same treatment",25,"MRR",0.8352,"(0.821,0.8555)",0.8385
"e1a4","Effect of screening, same treatment",25,"ARR",0.0029,"(0.0025,0.0031)",0.0028
"e1a4","Effect of screening, same treatment",25,"NNS",344.8276,"(318.9103,398.4921)",353.3792
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0083,"(0.0076,0.0089)",0.0083
"e2a1","Effect of screening, same treatment",25,"MRR",0.83,"(0.8,0.852)",0.8265
"e2a1","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0015,0.002)",0.0017
"e2a1","Effect of screening, same treatment",25,"NNS",588.2353,"(493.7692,683.0149)",578.8594
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0138,"(0.0133,0.0145)",0.0138
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0115,"(0.0109,0.0122)",0.0115
"e2a2","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8119,0.8521)",0.8328
"e2a2","Effect of screening, same treatment",25,"ARR",0.0023,"(0.002,0.0026)",0.0023
"e2a2","Effect of screening, same treatment",25,"NNS",434.7826,"(384.5471,500.3)",434.0123
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0169,"(0.0162,0.0176)",0.0169
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0141,"(0.0133,0.0149)",0.0141
"e2a3","Effect of screening, same treatment",25,"MRR",0.8343,"(0.8179,0.8515)",0.835
"e2a3","Effect of screening, same treatment",25,"ARR",0.0028,"(0.0024,0.0031)",0.0028
"e2a3","Effect of screening, same treatment",25,"NNS",357.1429,"(323.0765,409.8361)",359.8656
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0194,"(0.0186,0.0202)",0.0194
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0162,"(0.0154,0.017)",0.0162
"e2a4","Effect of screening, same treatment",25,"MRR",0.8351,"(0.822,0.8516)",0.8368
"e2a4","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0028,0.0035)",0.0032
"e2a4","Effect of screening, same treatment",25,"NNS",312.5,"(288.5112,350.8772)",316.721
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0114,"(0.0108,0.0122)",0.0114
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0095,"(0.009,0.0101)",0.0095
"e3a1","Effect of screening, same treatment",25,"MRR",0.8333,"(0.8072,0.8544)",0.8307
"e3a1","Effect of screening, same treatment",25,"ARR",0.0019,"(0.0016,0.0023)",0.0019
"e3a1","Effect of screening, same treatment",25,"NNS",526.3158,"(442.3886,615.7211)",521.1011
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0152,"(0.0145,0.016)",0.0152
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0127,"(0.0121,0.0134)",0.0127
"e3a2","Effect of screening, same treatment",25,"MRR",0.8355,"(0.8155,0.85)",0.8354
"e3a2","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0022,0.0029)",0.0025
"e3a2","Effect of screening, same treatment",25,"NNS",400,"(348.4321,447.4796)",400.3507
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0183,"(0.0175,0.0191)",0.0183
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0153,"(0.0145,0.0161)",0.0153
"e3a3","Effect of screening, same treatment",25,"MRR",0.8361,"(0.8182,0.851)",0.837
"e3a3","Effect of screening, same treatment",25,"ARR",0.003,"(0.0026,0.0033)",0.003
"e3a3","Effect of screening, same treatment",25,"NNS",333.3333,"(300.7299,380.3059)",336.4765
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0208,"(0.0199,0.0217)",0.0208
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0174,"(0.0165,0.0182)",0.0174
"e3a4","Effect of screening, same treatment",25,"MRR",0.8365,"(0.8232,0.8521)",0.8384
"e3a4","Effect of screening, same treatment",25,"ARR",0.0034,"(0.003,0.0037)",0.0034
"e3a4","Effect of screening, same treatment",25,"NNS",294.1176,"(268.4388,332.8073)",298.438
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0126,"(0.012,0.0133)",0.0126
