"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0019,"(0.0016,0.0021)",0.0019
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0016,"(0.0014,0.0019)",0.0016
"e1a1","Effect of screening, same treatment",10,"MRR",0.8421,"(0.8367,0.9258)",0.8855
"e1a1","Effect of screening, same treatment",10,"ARR",3e-04,"(1e-04,3e-04)",2e-04
"e1a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(3223.9583,7431.3187)",4953.8805
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0073,"(0.0068,0.0078)",0.0073
"e1a1","Effect of screening, same treatment",25,"MRR",0.8902,"(0.8732,0.9122)",0.8915
"e1a1","Effect of screening, same treatment",25,"ARR",9e-04,"(7e-04,0.0011)",9e-04
"e1a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(938.7674,1429.8836)",1135.8131
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0028,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0025,"(0.0022,0.0027)",0.0025
"e1a2","Effect of screening, same treatment",10,"MRR",0.8929,"(0.8351,0.9087)",0.8733
"e1a2","Effect of screening, same treatment",10,"ARR",3e-04,"(2e-04,5e-04)",4e-04
"e1a2","Effect of screening, same treatment",10,"NNS",3333.3333,"(2127.6596,4087.5)",2893.4802
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0106,"(0.01,0.0112)",0.0106
"e1a2","Effect of screening, same treatment",25,"MRR",0.8833,"(0.8609,0.8998)",0.8781
"e1a2","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0012,0.0017)",0.0015
"e1a2","Effect of screening, same treatment",25,"NNS",714.2857,"(591.5616,813.3924)",686.9072
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0033,0.004)",0.0036
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0031,"(0.0028,0.0035)",0.0031
"e1a3","Effect of screening, same treatment",10,"MRR",0.8611,"(0.8335,0.8979)",0.8667
"e1a3","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,6e-04)",5e-04
"e1a3","Effect of screening, same treatment",10,"NNS",2000,"(1625.4627,2783.7838)",2105.5428
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0131,"(0.0126,0.014)",0.0131
"e1a3","Effect of screening, same treatment",25,"MRR",0.8675,"(0.8539,0.887)",0.8714
"e1a3","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0022)",0.0019
"e1a3","Effect of screening, same treatment",25,"NNS",500,"(455.296,597.1094)",518.0894
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0044,"(0.0041,0.0047)",0.0044
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0038,"(0.0035,0.0041)",0.0038
"e1a4","Effect of screening, same treatment",10,"MRR",0.8636,"(0.8345,0.8933)",0.8636
"e1a4","Effect of screening, same treatment",10,"ARR",6e-04,"(5e-04,7e-04)",6e-04
"e1a4","Effect of screening, same treatment",10,"NNS",1666.6667,"(1388.8889,2199.2754)",1700.5137
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0153,"(0.0145,0.0161)",0.0153
"e1a4","Effect of screening, same treatment",25,"MRR",0.8693,"(0.8549,0.8849)",0.8682
"e1a4","Effect of screening, same treatment",25,"ARR",0.0023,"(0.002,0.0026)",0.0023
"e1a4","Effect of screening, same treatment",25,"NNS",434.7826,"(390.625,500.1375)",433.1549
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0023,"(0.002,0.0026)",0.0023
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0018,0.0023)",0.0021
"e2a1","Effect of screening, same treatment",10,"MRR",0.913,"(0.867,0.9416)",0.9048
"e2a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e2a1","Effect of screening, same treatment",10,"NNS",5000,"(3075.2841,7692.3077)",4911.8854
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0091,"(0.0086,0.0097)",0.0091
"e2a1","Effect of screening, same treatment",25,"MRR",0.91,"(0.8873,0.9232)",0.9066
"e2a1","Effect of screening, same treatment",25,"ARR",9e-04,"(7e-04,0.0012)",9e-04
"e2a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(865.6297,1333.3333)",1081.4358
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0032,"(0.0029,0.0035)",0.0032
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0029,"(0.0026,0.0032)",0.0029
"e2a2","Effect of screening, same treatment",10,"MRR",0.9062,"(0.8536,0.9139)",0.8883
"e2a2","Effect of screening, same treatment",10,"ARR",3e-04,"(3e-04,5e-04)",4e-04
"e2a2","Effect of screening, same treatment",10,"NNS",3333.3333,"(2082.0669,3703.7037)",2851.9864
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0138,"(0.0133,0.0145)",0.0138
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0123,"(0.0117,0.013)",0.0123
"e2a2","Effect of screening, same treatment",25,"MRR",0.8913,"(0.8738,0.906)",0.8908
"e2a2","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0018)",0.0015
"e2a2","Effect of screening, same treatment",25,"NNS",666.6667,"(564.9718,766.4416)",665.687
"e2a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.004,"(0.0037,0.0044)",0.004
"e2a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0036,"(0.0032,0.0039)",0.0036
"e2a3","Effect of screening, same treatment",10,"MRR",0.9,"(0.852,0.9078)",0.8794
"e2a3","Effect of screening, same treatment",10,"ARR",4e-04,"(4e-04,6e-04)",5e-04
"e2a3","Effect of screening, same treatment",10,"NNS",2500,"(1652.3224,2777.7778)",2087.8281
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0169,"(0.0162,0.0176)",0.0169
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0149,"(0.0142,0.0157)",0.0149
"e2a3","Effect of screening, same treatment",25,"MRR",0.8817,"(0.8679,0.897)",0.8825
"e2a3","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0022)",0.002
"e2a3","Effect of screening, same treatment",25,"NNS",500,"(447.2973,578.0347)",505.8989
"e2a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0048,"(0.0044,0.0052)",0.0048
"e2a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0042,"(0.0038,0.0046)",0.0042
"e2a4","Effect of screening, same treatment",10,"MRR",0.875,"(0.8497,0.8993)",0.8745
"e2a4","Effect of screening, same treatment",10,"ARR",6e-04,"(5e-04,7e-04)",6e-04
"e2a4","Effect of screening, same treatment",10,"NNS",1666.6667,"(1378.9003,2151.9426)",1687.1811
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0194,"(0.0186,0.0202)",0.0194
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.017,"(0.0162,0.0179)",0.017
"e2a4","Effect of screening, same treatment",25,"MRR",0.8763,"(0.8668,0.8896)",0.8782
"e2a4","Effect of screening, same treatment",25,"ARR",0.0024,"(0.0021,0.0026)",0.0024
"e2a4","Effect of screening, same treatment",25,"NNS",416.6667,"(380.9175,472.8718)",424.5586
"e3a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0026,"(0.0023,0.0029)",0.0026
"e3a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0024,"(0.0021,0.0027)",0.0024
"e3a1","Effect of screening, same treatment",10,"MRR",0.9231,"(0.8697,0.9467)",0.9094
"e3a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e3a1","Effect of screening, same treatment",10,"NNS",5000,"(2983.5116,7767.8571)",4476.7304
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0114,"(0.0108,0.0122)",0.0114
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0105,"(0.0099,0.0112)",0.0105
"e3a1","Effect of screening, same treatment",25,"MRR",0.9211,"(0.8996,0.9362)",0.9174
"e3a1","Effect of screening, same treatment",25,"ARR",9e-04,"(7e-04,0.0012)",9e-04
"e3a1","Effect of screening, same treatment",25,"NNS",1111.1111,"(862.069,1379.8516)",1077.6005
"e3a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0032,0.0039)",0.0036
"e3a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0032,"(0.0029,0.0035)",0.0032
"e3a2","Effect of screening, same treatment",10,"MRR",0.8889,"(0.8619,0.9242)",0.8933
"e3a2","Effect of screening, same treatment",10,"ARR",4e-04,"(3e-04,5e-04)",4e-04
"e3a2","Effect of screening, same treatment",10,"NNS",2500,"(2019.3878,3778.49)",2691.8418
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0152,"(0.0145,0.016)",0.0152
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0137,"(0.0131,0.0144)",0.0137
"e3a2","Effect of screening, same treatment",25,"MRR",0.9013,"(0.8879,0.9133)",0.9003
"e3a2","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0018)",0.0015
"e3a2","Effect of screening, same treatment",25,"NNS",666.6667,"(566.2846,775.1938)",662.2813
"e3a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0044,"(0.004,0.0048)",0.0044
"e3a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0039,"(0.0035,0.0042)",0.0039
"e3a3","Effect of screening, same treatment",10,"MRR",0.8864,"(0.853,0.9109)",0.8842
"e3a3","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,6e-04)",5e-04
"e3a3","Effect of screening, same treatment",10,"NNS",2000,"(1587.3016,2668.9189)",2000.5386
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0183,"(0.0175,0.0191)",0.0183
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0163,"(0.0156,0.0171)",0.0163
"e3a3","Effect of screening, same treatment",25,"MRR",0.8907,"(0.8769,0.9049)",0.8911
"e3a3","Effect of screening, same treatment",25,"ARR",0.002,"(0.0017,0.0022)",0.002
"e3a3","Effect of screening, same treatment",25,"NNS",500,"(445.3869,583.6394)",504.2098
"e3a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0051,"(0.0048,0.0056)",0.0051
"e3a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0045,"(0.0042,0.0049)",0.0045
"e3a4","Effect of screening, same treatment",10,"MRR",0.8824,"(0.8516,0.905)",0.879
"e3a4","Effect of screening, same treatment",10,"ARR",6e-04,"(5e-04,7e-04)",6e-04
"e3a4","Effect of screening, same treatment",10,"NNS",1666.6667,"(1351.3514,2151.9426)",1631.3121
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0208,"(0.0199,0.0217)",0.0208
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0184,"(0.0175,0.0193)",0.0184
"e3a4","Effect of screening, same treatment",25,"MRR",0.8846,"(0.8734,0.8984)",0.886
"e3a4","Effect of screening, same treatment",25,"ARR",0.0024,"(0.0021,0.0026)",0.0024
"e3a4","Effect of screening, same treatment",25,"NNS",416.6667,"(381.6794,485.5662)",423.4018
"e4a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0029,"(0.0025,0.0033)",0.0029
"e4a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0027,"(0.0023,0.003)",0.0027
"e4a1","Effect of screening, same treatment",10,"MRR",0.931,"(0.8698,0.953)",0.9143
"e4a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,4e-04)",3e-04
"e4a1","Effect of screening, same treatment",10,"NNS",5000,"(2665.3627,7431.3187)",4352.3326
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0126,"(0.012,0.0133)",0.0126
