"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0066,"(0.0061,0.0071)",0.0066
"e1a1","Effect of screening, same treatment",25,"MRR",0.8049,"(0.7793,0.8315)",0.8048
"e1a1","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0014,0.0018)",0.0016
"e1a1","Effect of screening, same treatment",25,"NNS",625,"(549.4505,729.927)",628.054
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0087,0.0098)",0.0093
"e1a2","Effect of screening, same treatment",25,"MRR",0.775,"(0.7504,0.7949)",0.7718
"e1a2","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.003)",0.0027
"e1a2","Effect of screening, same treatment",25,"NNS",370.3704,"(332.7519,415.8454)",365.7766
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0114,"(0.0108,0.012)",0.0114
"e1a3","Effect of screening, same treatment",25,"MRR",0.755,"(0.7356,0.7751)",0.7562
"e1a3","Effect of screening, same treatment",25,"ARR",0.0037,"(0.0033,0.004)",0.0037
"e1a3","Effect of screening, same treatment",25,"NNS",270.2703,"(249.2972,305.4198)",272.6629
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0132,"(0.0124,0.0139)",0.0132
"e1a4","Effect of screening, same treatment",25,"MRR",0.75,"(0.7278,0.7692)",0.7483
"e1a4","Effect of screening, same treatment",25,"ARR",0.0044,"(0.004,0.0048)",0.0044
"e1a4","Effect of screening, same treatment",25,"NNS",227.2727,"(208.9757,249.7382)",226.4391
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0084,"(0.0077,0.009)",0.0084
"e2a1","Effect of screening, same treatment",25,"MRR",0.84,"(0.8076,0.8598)",0.8352
"e2a1","Effect of screening, same treatment",25,"ARR",0.0016,"(0.0014,0.0019)",0.0017
"e2a1","Effect of screening, same treatment",25,"NNS",625,"(518.1347,722.1614)",610.1317
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0138,"(0.0133,0.0145)",0.0138
