"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0076,"(0.0071,0.0082)",0.0076
"e1a1","Effect of screening, same treatment",25,"MRR",0.9268,"(0.9117,0.945)",0.9273
"e1a1","Effect of screening, same treatment",25,"ARR",6e-04,"(5e-04,7e-04)",6e-04
"e1a1","Effect of screening, same treatment",25,"NNS",1666.6667,"(1407.7381,2151.9426)",1702.8363
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0097,0.0109)",0.0103
"e1a2","Effect of screening, same treatment",25,"MRR",0.8583,"(0.8358,0.8759)",0.8555
"e1a2","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0015,0.002)",0.0017
"e1a2","Effect of screening, same treatment",25,"NNS",588.2353,"(494.791,680.8609)",578.8954
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0124,"(0.0117,0.0132)",0.0124
"e1a3","Effect of screening, same treatment",25,"MRR",0.8212,"(0.804,0.8407)",0.8229
"e1a3","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0024,0.003)",0.0027
"e1a3","Effect of screening, same treatment",25,"NNS",370.3704,"(336.0169,424.6754)",375.6581
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0142,"(0.0133,0.0149)",0.0142
"e1a4","Effect of screening, same treatment",25,"MRR",0.8068,"(0.7891,0.8215)",0.8055
"e1a4","Effect of screening, same treatment",25,"ARR",0.0034,"(0.003,0.0037)",0.0034
"e1a4","Effect of screening, same treatment",25,"NNS",294.1176,"(267.7202,328.5642)",293.1476
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0099,"(0.0094,0.0105)",0.0099
