"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0019,"(0.0016,0.0021)",0.0019
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0017,"(0.0014,0.0019)",0.0017
"e1a1","Effect of screening, same treatment",10,"MRR",0.8947,"(0.8346,0.934)",0.8914
"e1a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e1a1","Effect of screening, same treatment",10,"NNS",5000,"(3287.3377,8028.8462)",5259.7516
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0074,"(0.0068,0.0079)",0.0074
"e1a1","Effect of screening, same treatment",25,"MRR",0.9024,"(0.8769,0.9191)",0.8967
"e1a1","Effect of screening, same treatment",25,"ARR",8e-04,"(7e-04,0.001)",8e-04
"e1a1","Effect of screening, same treatment",25,"NNS",1250,"(985.0029,1504.4098)",1194.7856
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0028,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0021,"(0.0018,0.0024)",0.0021
"e1a2","Effect of screening, same treatment",10,"MRR",0.75,"(0.6918,0.8175)",0.756
"e1a2","Effect of screening, same treatment",10,"ARR",7e-04,"(5e-04,9e-04)",7e-04
"e1a2","Effect of screening, same treatment",10,"NNS",1428.5714,"(1142.5679,1923.0769)",1487.8208
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0087,0.0099)",0.0093
"e1a2","Effect of screening, same treatment",25,"MRR",0.775,"(0.7489,0.794)",0.7712
"e1a2","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",25,"NNS",370.3704,"(324.6753,408.1633)",364.962
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0033,0.004)",0.0036
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0025,"(0.0022,0.0028)",0.0025
"e1a3","Effect of screening, same treatment",10,"MRR",0.6944,"(0.6427,0.738)",0.6986
"e1a3","Effect of screening, same treatment",10,"ARR",0.0011,"(9e-04,0.0014)",0.0011
"e1a3","Effect of screening, same treatment",10,"NNS",909.0909,"(735.0635,1117.6654)",923.1026
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0108,"(0.0102,0.0115)",0.0108
"e1a3","Effect of screening, same treatment",25,"MRR",0.7152,"(0.6916,0.7378)",0.7153
"e1a3","Effect of screening, same treatment",25,"ARR",0.0043,"(0.0039,0.0047)",0.0043
"e1a3","Effect of screening, same treatment",25,"NNS",232.5581,"(212.9814,254.4529)",233.4077
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0044,"(0.0041,0.0047)",0.0044
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0029,"(0.0026,0.0032)",0.0029
