"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0019,"(0.0016,0.0021)",0.0019
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0016,"(0.0014,0.0018)",0.0016
"e1a1","Effect of screening, same treatment",10,"MRR",0.8421,"(0.8041,0.9031)",0.8612
"e1a1","Effect of screening, same treatment",10,"ARR",3e-04,"(2e-04,4e-04)",3e-04
"e1a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(2815.4762,5882.3529)",4039.537
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0071,"(0.0066,0.0076)",0.0071
"e1a1","Effect of screening, same treatment",25,"MRR",0.8659,"(0.8488,0.893)",0.8684
"e1a1","Effect of screening, same treatment",25,"ARR",0.0011,"(9e-04,0.0013)",0.0011
"e1a1","Effect of screening, same treatment",25,"NNS",909.0909,"(787.1404,1164.7727)",934.8449
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0028,"(0.0025,0.0031)",0.0028
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0023,"(0.002,0.0025)",0.0023
"e1a2","Effect of screening, same treatment",10,"MRR",0.8214,"(0.7502,0.8456)",0.804
"e1a2","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,7e-04)",5e-04
"e1a2","Effect of screening, same treatment",10,"NNS",2000,"(1437.966,2411.4402)",1855.1752
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0098,"(0.0093,0.0104)",0.0098
"e1a2","Effect of screening, same treatment",25,"MRR",0.8167,"(0.7958,0.8368)",0.8152
"e1a2","Effect of screening, same treatment",25,"ARR",0.0022,"(0.0019,0.0025)",0.0022
"e1a2","Effect of screening, same treatment",25,"NNS",454.5455,"(396.7529,522.2649)",452.2722
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0033,0.004)",0.0036
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0028,"(0.0025,0.0031)",0.0028
"e1a3","Effect of screening, same treatment",10,"MRR",0.7778,"(0.7321,0.8151)",0.7798
"e1a3","Effect of screening, same treatment",10,"ARR",8e-04,"(7e-04,0.001)",8e-04
"e1a3","Effect of screening, same treatment",10,"NNS",1250,"(1014.9969,1538.4615)",1267.3424
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0119,"(0.0114,0.0127)",0.0119
"e1a3","Effect of screening, same treatment",25,"MRR",0.7881,"(0.7701,0.8101)",0.7909
"e1a3","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0028,0.0035)",0.0032
"e1a3","Effect of screening, same treatment",25,"NNS",312.5,"(285.7143,357.2112)",317.9853
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0044,"(0.0041,0.0047)",0.0044
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0034,"(0.003,0.0037)",0.0034
"e1a4","Effect of screening, same treatment",10,"MRR",0.7727,"(0.7199,0.8011)",0.7669
