"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0082,"(0.0076,0.0088)",0.0082
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0078,"(0.0073,0.0084)",0.0078
"e1a1","Effect of screening, same treatment",25,"MRR",0.9512,"(0.9342,0.9633)",0.9504
"e1a1","Effect of screening, same treatment",25,"ARR",4e-04,"(3e-04,5e-04)",4e-04
"e1a1","Effect of screening, same treatment",25,"NNS",2500,"(1834.1751,3333.3333)",2518.8665
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.012,"(0.0113,0.0126)",0.012
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.011,"(0.0105,0.0117)",0.011
"e1a2","Effect of screening, same treatment",25,"MRR",0.9167,"(0.9034,0.9354)",0.9183
"e1a2","Effect of screening, same treatment",25,"ARR",0.001,"(8e-04,0.0012)",0.001
"e1a2","Effect of screening, same treatment",25,"NNS",1000,"(854.7009,1258.307)",1028.8064
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0151,"(0.0143,0.0159)",0.0151
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0136,"(0.0129,0.0145)",0.0136
"e1a3","Effect of screening, same treatment",25,"MRR",0.9007,"(0.8904,0.9167)",0.9035
"e1a3","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0012,0.0017)",0.0015
"e1a3","Effect of screening, same treatment",25,"NNS",666.6667,"(602.4096,813.8843)",691.2086
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0167,0.0185)",0.0176
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0157,"(0.0149,0.0166)",0.0157
"e1a4","Effect of screening, same treatment",25,"MRR",0.892,"(0.8848,0.9088)",0.8957
"e1a4","Effect of screening, same treatment",25,"ARR",0.0019,"(0.0016,0.002)",0.0018
"e1a4","Effect of screening, same treatment",25,"NNS",526.3158,"(488.9407,637.4518)",547.747
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.01,"(0.0096,0.0107)",0.01
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0098,"(0.0093,0.0104)",0.0098
"e2a1","Effect of screening, same treatment",25,"MRR",0.98,"(0.9667,0.9869)",0.9766
"e2a1","Effect of screening, same treatment",25,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e2a1","Effect of screening, same treatment",25,"NNS",5000,"(2939.3939,7692.3077)",4537.0747
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0138,"(0.0133,0.0145)",0.0138
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.013,"(0.0125,0.0137)",0.013
"e2a2","Effect of screening, same treatment",25,"MRR",0.942,"(0.9287,0.9517)",0.9415
"e2a2","Effect of screening, same treatment",25,"ARR",8e-04,"(7e-04,0.001)",8e-04
"e2a2","Effect of screening, same treatment",25,"NNS",1250,"(1025.405,1515.1515)",1249.0943
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0169,"(0.0162,0.0176)",0.0169
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0156,"(0.0149,0.0163)",0.0156
"e2a3","Effect of screening, same treatment",25,"MRR",0.9231,"(0.9114,0.9345)",0.9241
"e2a3","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0011,0.0015)",0.0013
"e2a3","Effect of screening, same treatment",25,"NNS",769.2308,"(666.2665,925.9259)",784.3868
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0194,"(0.0186,0.0202)",0.0194
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0177,"(0.0169,0.0185)",0.0177
"e2a4","Effect of screening, same treatment",25,"MRR",0.9124,"(0.904,0.9251)",0.9144
"e2a4","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0014,0.0019)",0.0017
"e2a4","Effect of screening, same treatment",25,"NNS",588.2353,"(531.9149,699.5794)",604.8149
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0114,"(0.0108,0.0122)",0.0114
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0113,"(0.0107,0.0121)",0.0113
"e3a1","Effect of screening, same treatment",25,"MRR",0.9912,"(0.9758,1.0051)",0.9919
"e3a1","Effect of screening, same treatment",25,"ARR",1e-04,"(-1e-04,3e-04)",1e-04
"e3a1","Effect of screening, same treatment",25,"NNS",10000,"(-43333.3333,80000)",9717.5009
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0152,"(0.0145,0.016)",0.0152
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0146,"(0.0138,0.0153)",0.0146
"e3a2","Effect of screening, same treatment",25,"MRR",0.9605,"(0.9466,0.9661)",0.9562
"e3a2","Effect of screening, same treatment",25,"ARR",6e-04,"(5e-04,8e-04)",7e-04
"e3a2","Effect of screening, same treatment",25,"NNS",1666.6667,"(1226.6637,1963.4615)",1520.6783
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0183,"(0.0175,0.0191)",0.0183
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0172,"(0.0165,0.0179)",0.0172
"e3a3","Effect of screening, same treatment",25,"MRR",0.9399,"(0.9249,0.9478)",0.9376
"e3a3","Effect of screening, same treatment",25,"ARR",0.0011,"(9e-04,0.0014)",0.0011
"e3a3","Effect of screening, same treatment",25,"NNS",909.0909,"(732.4764,1063.8298)",884.2396
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0208,"(0.0199,0.0217)",0.0208
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0193,"(0.0184,0.0202)",0.0193
"e3a4","Effect of screening, same treatment",25,"MRR",0.9279,"(0.9153,0.9369)",0.927
"e3a4","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0013,0.0018)",0.0015
"e3a4","Effect of screening, same treatment",25,"NNS",666.6667,"(566.4965,763.3588)",662.4546
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0126,"(0.012,0.0133)",0.0126
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0126,"(0.012,0.0134)",0.0126
"e4a1","Effect of screening, same treatment",25,"MRR",1,"(0.9894,1.0151)",1.0025
"e4a1","Effect of screening, same treatment",25,"ARR",0,"(-2e-04,1e-04)",0
"e4a1","Effect of screening, same treatment",25,"NNS",Inf,"(-81250,1e+05)",-3330.0291
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0164,"(0.0157,0.0173)",0.0164
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0159,"(0.0152,0.0167)",0.0159
"e4a2","Effect of screening, same treatment",25,"MRR",0.9695,"(0.9589,0.9746)",0.9668
"e4a2","Effect of screening, same treatment",25,"ARR",5e-04,"(4e-04,7e-04)",5e-04
"e4a2","Effect of screening, same treatment",25,"NNS",2000,"(1469.8248,2411.4402)",1871.612
"e4a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0195,"(0.0186,0.0204)",0.0195
