"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0081,0.0088)"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.007,"(0.0068,0.0075)"
"e1a1","Effect of screening, same treatment",25,"MRR",0.8434,"(0.8295,0.8632)"
"e1a1","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0013,0.0016)"
"e1a1","Effect of screening, same treatment",25,"NNS",769.2308,"(707.9712,892.8571)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0127,0.0137)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0105,"(0.0103,0.0111)"
"e1a2","Effect of screening, same treatment",25,"MRR",0.8077,"(0.7984,0.8286)"
"e1a2","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0024,0.0029)"
"e1a2","Effect of screening, same treatment",25,"NNS",400,"(375.9398,456.8676)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.016,0.017)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0129,"(0.0127,0.0136)"
"e1a3","Effect of screening, same treatment",25,"MRR",0.7963,"(0.7888,0.8173)"
"e1a3","Effect of screening, same treatment",25,"ARR",0.0033,"(0.0032,0.0037)"
"e1a3","Effect of screening, same treatment",25,"NNS",303.0303,"(289.8551,335.0374)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0183,0.0195)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0147,"(0.0144,0.0155)"
"e1a4","Effect of screening, same treatment",25,"MRR",0.7903,"(0.7836,0.8089)"
"e1a4","Effect of screening, same treatment",25,"ARR",0.0039,"(0.0038,0.0043)"
"e1a4","Effect of screening, same treatment",25,"NNS",256.4103,"(247.372,284.1808)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.0095,0.0102)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0087,"(0.0085,0.0092)"
"e2a1","Effect of screening, same treatment",25,"MRR",0.8969,"(0.8903,0.9131)"
"e2a1","Effect of screening, same treatment",25,"ARR",0.001,"(9e-04,0.0012)"
"e2a1","Effect of screening, same treatment",25,"NNS",1000,"(943.3962,1220.4373)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0141,0.0151)"
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0122,"(0.012,0.0128)"
"e2a2","Effect of screening, same treatment",25,"MRR",0.8472,"(0.8429,0.8628)"
"e2a2","Effect of screening, same treatment",25,"ARR",0.0022,"(0.002,0.0025)"
"e2a2","Effect of screening, same treatment",25,"NNS",454.5455,"(441.9906,520.8333)"
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0176,"(0.0174,0.0184)"
"e2a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0146,"(0.0144,0.0153)"
"e2a3","Effect of screening, same treatment",25,"MRR",0.8295,"(0.8251,0.8459)"
"e2a3","Effect of screening, same treatment",25,"ARR",0.003,"(0.0028,0.0033)"
"e2a3","Effect of screening, same treatment",25,"NNS",333.3333,"(326.5313,371.906)"
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0199,"(0.0197,0.0209)"
"e2a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0164,"(0.0162,0.0173)"
"e2a4","Effect of screening, same treatment",25,"MRR",0.8241,"(0.8166,0.8383)"
"e2a4","Effect of screening, same treatment",25,"ARR",0.0035,"(0.0034,0.0039)"
"e2a4","Effect of screening, same treatment",25,"NNS",285.7143,"(271.7391,313.0143)"
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.011,"(0.0107,0.0115)"
"e3a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0103,"(0.0101,0.0108)"
"e3a1","Effect of screening, same treatment",25,"MRR",0.9364,"(0.935,0.9509)"
"e3a1","Effect of screening, same treatment",25,"ARR",7e-04,"(6e-04,8e-04)"
"e3a1","Effect of screening, same treatment",25,"NNS",1428.5714,"(1408.4507,1851.8519)"
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0156,"(0.0154,0.0164)"
"e3a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0138,"(0.0136,0.0145)"
"e3a2","Effect of screening, same treatment",25,"MRR",0.8846,"(0.877,0.8971)"
"e3a2","Effect of screening, same treatment",25,"ARR",0.0018,"(0.0017,0.0021)"
"e3a2","Effect of screening, same treatment",25,"NNS",555.5556,"(517.467,629.1535)"
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0189,"(0.0186,0.0198)"
"e3a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0162,"(0.016,0.017)"
"e3a3","Effect of screening, same treatment",25,"MRR",0.8571,"(0.8549,0.8753)"
"e3a3","Effect of screening, same treatment",25,"ARR",0.0027,"(0.0025,0.003)"
"e3a3","Effect of screening, same treatment",25,"NNS",370.3704,"(363.6364,425.5319)"
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0212,"(0.021,0.0222)"
"e3a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.018,"(0.0177,0.0189)"
"e3a4","Effect of screening, same treatment",25,"MRR",0.8491,"(0.8422,0.8628)"
"e3a4","Effect of screening, same treatment",25,"ARR",0.0032,"(0.0031,0.0036)"
"e3a4","Effect of screening, same treatment",25,"NNS",312.5,"(299.4012,345.5219)"
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0121,"(0.0119,0.0127)"
"e4a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0118,"(0.0116,0.0123)"
"e4a1","Effect of screening, same treatment",25,"MRR",0.9752,"(0.9661,0.9778)"
"e4a1","Effect of screening, same treatment",25,"ARR",3e-04,"(3e-04,5e-04)"
"e4a1","Effect of screening, same treatment",25,"NNS",3333.3333,"(2500,3846.1538)"
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0168,"(0.0166,0.0175)"
"e4a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0153,"(0.0151,0.0159)"
"e4a2","Effect of screening, same treatment",25,"MRR",0.9107,"(0.9039,0.9221)"
