"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"MRR",1,"(0.8333,1)"
"Historical","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"Historical","Effect of screening, same treatment",1,"NNS",Inf,"(50000,1e+05)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"MRR",1,"(0.8494,1)"
"Historical","Effect of screening, same treatment",2,"ARR",0,"(0,1e-04)"
"Historical","Effect of screening, same treatment",2,"NNS",Inf,"(29166.6667,1e+05)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",5e-04,"(4e-04,7e-04)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",4e-04,"(4e-04,6e-04)"
"Historical","Effect of screening, same treatment",3,"MRR",0.8,"(0.8663,0.9767)"
"Historical","Effect of screening, same treatment",3,"ARR",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",3,"NNS",10000,"(16666.6667,1e+05)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",8e-04,"(8e-04,0.0011)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",8e-04,"(7e-04,9e-04)"
"Historical","Effect of screening, same treatment",4,"MRR",1,"(0.871,0.959)"
"Historical","Effect of screening, same treatment",4,"ARR",0,"(1e-04,1e-04)"
"Historical","Effect of screening, same treatment",4,"NNS",Inf,"(9090.9091,29375)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",0.0013,"(0.0012,0.0015)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",0.0012,"(0.0011,0.0014)"
"Historical","Effect of screening, same treatment",5,"MRR",0.9231,"(0.8872,0.9519)"
"Historical","Effect of screening, same treatment",5,"ARR",1e-04,"(1e-04,2e-04)"
