"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.022,"(0.0216,0.023)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0203,"(0.02,0.0212)"
"Historical","Effect of screening, same treatment",25,"MRR",0.9227,"(0.9188,0.932)"
"Historical","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0016,0.0019)"
"Historical","Effect of screening, same treatment",25,"NNS",588.2353,"(561.0131,685.1982)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0182,"(0.0179,0.019)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0167,"(0.0164,0.0175)"
"Contemp1999","Effect of screening, same treatment",25,"MRR",0.9176,"(0.9167,0.9304)"
"Contemp1999","Effect of screening, same treatment",25,"ARR",0.0015,"(0.0014,0.0016)"
"Contemp1999","Effect of screening, same treatment",25,"NNS",666.6667,"(653.5948,790.6824)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0156,"(0.0153,0.0164)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0142,"(0.014,0.0149)"
"Perfect","Effect of screening, same treatment",25,"MRR",0.9103,"(0.9059,0.9214)"
"Perfect","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0013,0.0016)"
"Perfect","Effect of screening, same treatment",25,"NNS",714.2857,"(675.6757,813.0081)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.022,"(0.0216,0.023)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0182,"(0.0179,0.019)"
"Contemp1999","Effect of treatment, without screening",25,"MRR",0.8273,"(0.8217,0.8392)"
"Contemp1999","Effect of treatment, without screening",25,"ARR",0.0038,"(0.0037,0.0041)"
"Contemp1999","Effect of treatment, without screening",25,"NNS",263.1579,"(254.2915,287.9439)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0212)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0167,"(0.0164,0.0175)"
"Contemp1999","Effect of treatment, with screening",25,"MRR",0.8227,"(0.8201,0.8395)"
"Contemp1999","Effect of treatment, with screening",25,"ARR",0.0036,"(0.0034,0.0038)"
"Contemp1999","Effect of treatment, with screening",25,"NNS",277.7778,"(273.0379,306.3029)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.022,"(0.0216,0.023)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0156,"(0.0153,0.0164)"
"Perfect","Effect of treatment, without screening",25,"MRR",0.7091,"(0.7024,0.7253)"
"Perfect","Effect of treatment, without screening",25,"ARR",0.0064,"(0.0062,0.0069)"
"Perfect","Effect of treatment, without screening",25,"NNS",156.25,"(153.5509,167.7174)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0212)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0142,"(0.014,0.0149)"
"Perfect","Effect of treatment, with screening",25,"MRR",0.6995,"(0.6932,0.7186)"
"Perfect","Effect of treatment, with screening",25,"ARR",0.0061,"(0.0059,0.0066)"
"Perfect","Effect of treatment, with screening",25,"NNS",163.9344,"(160.9659,177.3386)"
