"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",0,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",0,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"MRR",NA,"(0.8,1)"
"Historical","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"Historical","Effect of screening, same treatment",1,"NNS",Inf,"(50000,1e+05)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",2e-04,"(1e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"MRR",1,"(0.8462,1)"
"Historical","Effect of screening, same treatment",2,"ARR",0,"(0,0)"
"Historical","Effect of screening, same treatment",2,"NNS",Inf,"(33333.3333,1e+05)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",4e-04,"(4e-04,6e-04)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",4e-04,"(3e-04,5e-04)"
"Historical","Effect of screening, same treatment",3,"MRR",1,"(0.85,1)"
"Historical","Effect of screening, same treatment",3,"ARR",0,"(0,1e-04)"
"Historical","Effect of screening, same treatment",3,"NNS",Inf,"(16666.6667,1e+05)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",7e-04,"(7e-04,9e-04)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",6e-04,"(6e-04,8e-04)"
"Historical","Effect of screening, same treatment",4,"MRR",0.8571,"(0.8545,0.9572)"
"Historical","Effect of screening, same treatment",4,"ARR",1e-04,"(1e-04,2e-04)"
"Historical","Effect of screening, same treatment",4,"NNS",10000,"(9090.9091,33333.3333)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",0.0011,"(0.001,0.0013)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",0.001,"(9e-04,0.0012)"
"Historical","Effect of screening, same treatment",5,"MRR",0.9091,"(0.8571,0.94)"
"Historical","Effect of screening, same treatment",5,"ARR",1e-04,"(1e-04,2e-04)"
"Historical","Effect of screening, same treatment",5,"NNS",10000,"(5882.3529,15535.7143)"
"Historical","Effect of screening, same treatment",6,"Cumulative Incidence, Group 0",0.0016,"(0.0015,0.0018)"
"Historical","Effect of screening, same treatment",6,"Cumulative Incidence, Group 1",0.0014,"(0.0013,0.0016)"
"Historical","Effect of screening, same treatment",6,"MRR",0.875,"(0.8585,0.9315)"
"Historical","Effect of screening, same treatment",6,"ARR",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",6,"NNS",5000,"(4545.4545,9090.9091)"
"Historical","Effect of screening, same treatment",7,"Cumulative Incidence, Group 0",0.0021,"(0.002,0.0024)"
"Historical","Effect of screening, same treatment",7,"Cumulative Incidence, Group 1",0.0019,"(0.0018,0.0021)"
"Historical","Effect of screening, same treatment",7,"MRR",0.9048,"(0.8704,0.9189)"
"Historical","Effect of screening, same treatment",7,"ARR",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",7,"NNS",5000,"(3571.4286,6075.3676)"
"Historical","Effect of screening, same treatment",8,"Cumulative Incidence, Group 0",0.0027,"(0.0026,0.0031)"
"Historical","Effect of screening, same treatment",8,"Cumulative Incidence, Group 1",0.0024,"(0.0023,0.0027)"
"Historical","Effect of screening, same treatment",8,"MRR",0.8889,"(0.8701,0.9184)"
"Historical","Effect of screening, same treatment",8,"ARR",3e-04,"(3e-04,4e-04)"
"Historical","Effect of screening, same treatment",8,"NNS",3333.3333,"(2777.7778,4565.2174)"
"Historical","Effect of screening, same treatment",9,"Cumulative Incidence, Group 0",0.0034,"(0.0033,0.0038)"
"Historical","Effect of screening, same treatment",9,"Cumulative Incidence, Group 1",0.003,"(0.0029,0.0034)"
"Historical","Effect of screening, same treatment",9,"MRR",0.8824,"(0.8746,0.9164)"
"Historical","Effect of screening, same treatment",9,"ARR",4e-04,"(3e-04,5e-04)"
"Historical","Effect of screening, same treatment",9,"NNS",2500,"(2312.3679,3512.931)"
"Historical","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0042,"(0.004,0.0045)"
"Historical","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0037,"(0.0036,0.0041)"
"Historical","Effect of screening, same treatment",10,"MRR",0.881,"(0.8763,0.9148)"
"Historical","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,6e-04)"
"Historical","Effect of screening, same treatment",10,"NNS",2000,"(1923.0769,2742.1171)"
"Historical","Effect of screening, same treatment",11,"Cumulative Incidence, Group 0",0.005,"(0.0048,0.0053)"
"Historical","Effect of screening, same treatment",11,"Cumulative Incidence, Group 1",0.0044,"(0.0043,0.0048)"
"Historical","Effect of screening, same treatment",11,"MRR",0.88,"(0.8787,0.9188)"
"Historical","Effect of screening, same treatment",11,"ARR",6e-04,"(5e-04,7e-04)"
"Historical","Effect of screening, same treatment",11,"NNS",1666.6667,"(1632.734,2401.7094)"
"Historical","Effect of screening, same treatment",12,"Cumulative Incidence, Group 0",0.0058,"(0.0056,0.0063)"
"Historical","Effect of screening, same treatment",12,"Cumulative Incidence, Group 1",0.0052,"(0.005,0.0056)"
"Historical","Effect of screening, same treatment",12,"MRR",0.8966,"(0.8794,0.9179)"
"Historical","Effect of screening, same treatment",12,"ARR",6e-04,"(6e-04,8e-04)"
"Historical","Effect of screening, same treatment",12,"NNS",1666.6667,"(1408.4507,2021.4286)"
"Historical","Effect of screening, same treatment",13,"Cumulative Incidence, Group 0",0.0067,"(0.0065,0.0073)"
"Historical","Effect of screening, same treatment",13,"Cumulative Incidence, Group 1",0.006,"(0.0058,0.0066)"
"Historical","Effect of screening, same treatment",13,"MRR",0.8955,"(0.8826,0.9139)"
"Historical","Effect of screening, same treatment",13,"ARR",7e-04,"(7e-04,9e-04)"
"Historical","Effect of screening, same treatment",13,"NNS",1428.5714,"(1250,1756.4655)"
"Historical","Effect of screening, same treatment",14,"Cumulative Incidence, Group 0",0.0077,"(0.0075,0.0082)"
"Historical","Effect of screening, same treatment",14,"Cumulative Incidence, Group 1",0.0068,"(0.0067,0.0074)"
"Historical","Effect of screening, same treatment",14,"MRR",0.8831,"(0.8827,0.9133)"
"Historical","Effect of screening, same treatment",14,"ARR",9e-04,"(8e-04,0.001)"
"Historical","Effect of screening, same treatment",14,"NNS",1111.1111,"(1111.1111,1551.0817)"
"Historical","Effect of screening, same treatment",15,"Cumulative Incidence, Group 0",0.0087,"(0.0085,0.0092)"
"Historical","Effect of screening, same treatment",15,"Cumulative Incidence, Group 1",0.0077,"(0.0076,0.0084)"
"Historical","Effect of screening, same treatment",15,"MRR",0.8851,"(0.8853,0.9123)"
"Historical","Effect of screening, same treatment",15,"ARR",0.001,"(9e-04,0.0011)"
"Historical","Effect of screening, same treatment",15,"NNS",1000,"(1000,1361.07)"
"Historical","Effect of screening, same treatment",16,"Cumulative Incidence, Group 0",0.0097,"(0.0095,0.0104)"
"Historical","Effect of screening, same treatment",16,"Cumulative Incidence, Group 1",0.0087,"(0.0085,0.0093)"
"Historical","Effect of screening, same treatment",16,"MRR",0.8969,"(0.887,0.9108)"
"Historical","Effect of screening, same treatment",16,"ARR",0.001,"(0.001,0.0012)"
"Historical","Effect of screening, same treatment",16,"NNS",1000,"(907.0434,1162.7907)"
"Historical","Effect of screening, same treatment",17,"Cumulative Incidence, Group 0",0.0108,"(0.0106,0.0114)"
"Historical","Effect of screening, same treatment",17,"Cumulative Incidence, Group 1",0.0097,"(0.0094,0.0103)"
"Historical","Effect of screening, same treatment",17,"MRR",0.8981,"(0.8879,0.9104)"
"Historical","Effect of screening, same treatment",17,"ARR",0.0011,"(0.0011,0.0013)"
"Historical","Effect of screening, same treatment",17,"NNS",909.0909,"(826.4463,1047.4232)"
"Historical","Effect of screening, same treatment",18,"Cumulative Incidence, Group 0",0.0119,"(0.0116,0.0125)"
"Historical","Effect of screening, same treatment",18,"Cumulative Incidence, Group 1",0.0107,"(0.0104,0.0112)"
"Historical","Effect of screening, same treatment",18,"MRR",0.8992,"(0.8887,0.9096)"
"Historical","Effect of screening, same treatment",18,"ARR",0.0012,"(0.0012,0.0014)"
"Historical","Effect of screening, same treatment",18,"NNS",833.3333,"(751.8797,961.5385)"
"Historical","Effect of screening, same treatment",19,"Cumulative Incidence, Group 0",0.0131,"(0.0128,0.0137)"
"Historical","Effect of screening, same treatment",19,"Cumulative Incidence, Group 1",0.0117,"(0.0115,0.0123)"
"Historical","Effect of screening, same treatment",19,"MRR",0.8931,"(0.89,0.9107)"
"Historical","Effect of screening, same treatment",19,"ARR",0.0014,"(0.0013,0.0016)"
"Historical","Effect of screening, same treatment",19,"NNS",714.2857,"(694.4444,855.1286)"
"Historical","Effect of screening, same treatment",20,"Cumulative Incidence, Group 0",0.0142,"(0.0139,0.0149)"
"Historical","Effect of screening, same treatment",20,"Cumulative Incidence, Group 1",0.0128,"(0.0125,0.0134)"
"Historical","Effect of screening, same treatment",20,"MRR",0.9014,"(0.8914,0.9109)"
"Historical","Effect of screening, same treatment",20,"ARR",0.0014,"(0.0014,0.0017)"
"Historical","Effect of screening, same treatment",20,"NNS",714.2857,"(650.4525,787.4016)"
"Historical","Effect of screening, same treatment",21,"Cumulative Incidence, Group 0",0.0154,"(0.0151,0.0161)"
"Historical","Effect of screening, same treatment",21,"Cumulative Incidence, Group 1",0.0138,"(0.0135,0.0145)"
"Historical","Effect of screening, same treatment",21,"MRR",0.8961,"(0.8925,0.913)"
"Historical","Effect of screening, same treatment",21,"ARR",0.0016,"(0.0015,0.0018)"
"Historical","Effect of screening, same treatment",21,"NNS",625,"(601.5078,735.6042)"
"Historical","Effect of screening, same treatment",22,"Cumulative Incidence, Group 0",0.0166,"(0.0163,0.0174)"
"Historical","Effect of screening, same treatment",22,"Cumulative Incidence, Group 1",0.0149,"(0.0146,0.0157)"
"Historical","Effect of screening, same treatment",22,"MRR",0.8976,"(0.8943,0.9146)"
"Historical","Effect of screening, same treatment",22,"ARR",0.0017,"(0.0016,0.002)"
"Historical","Effect of screening, same treatment",22,"NNS",588.2353,"(568.1818,694.7191)"
"Historical","Effect of screening, same treatment",23,"Cumulative Incidence, Group 0",0.0178,"(0.0175,0.0186)"
"Historical","Effect of screening, same treatment",23,"Cumulative Incidence, Group 1",0.016,"(0.0157,0.0168)"
"Historical","Effect of screening, same treatment",23,"MRR",0.8989,"(0.8962,0.9142)"
"Historical","Effect of screening, same treatment",23,"ARR",0.0018,"(0.0017,0.002)"
"Historical","Effect of screening, same treatment",23,"NNS",555.5556,"(536.9156,649.5889)"
"Historical","Effect of screening, same treatment",24,"Cumulative Incidence, Group 0",0.019,"(0.0187,0.0199)"
"Historical","Effect of screening, same treatment",24,"Cumulative Incidence, Group 1",0.0172,"(0.0169,0.018)"
"Historical","Effect of screening, same treatment",24,"MRR",0.9053,"(0.8965,0.9141)"
"Historical","Effect of screening, same treatment",24,"ARR",0.0018,"(0.0018,0.0021)"
"Historical","Effect of screening, same treatment",24,"NNS",555.5556,"(504.416,606.2665)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0211)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0183,"(0.018,0.0191)"
"Historical","Effect of screening, same treatment",25,"MRR",0.9015,"(0.8979,0.9145)"
"Historical","Effect of screening, same treatment",25,"ARR",0.002,"(0.0019,0.0023)"
"Historical","Effect of screening, same treatment",25,"NNS",500,"(482.5111,576.4567)"
