"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0211)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0183,"(0.018,0.0191)"
"Historical","Effect of screening, same treatment",25,"MRR",0.9015,"(0.8979,0.9145)"
"Historical","Effect of screening, same treatment",25,"ARR",0.002,"(0.0019,0.0023)"
"Historical","Effect of screening, same treatment",25,"NNS",500,"(482.5111,576.4567)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0166,"(0.0163,0.0174)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0149,"(0.0147,0.0157)"
"Contemp1999","Effect of screening, same treatment",25,"MRR",0.8976,"(0.8952,0.9164)"
"Contemp1999","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0016,0.0019)"
"Contemp1999","Effect of screening, same treatment",25,"NNS",588.2353,"(573.8916,702.5862)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0142,"(0.0139,0.0149)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0125,"(0.0123,0.0132)"
"Perfect","Effect of screening, same treatment",25,"MRR",0.8803,"(0.8794,0.9013)"
"Perfect","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0015,0.0019)"
"Perfect","Effect of screening, same treatment",25,"NNS",588.2353,"(584.7953,711.8794)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0211)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0166,"(0.0163,0.0174)"
"Contemp1999","Effect of treatment, without screening",25,"MRR",0.8177,"(0.8115,0.8345)"
"Contemp1999","Effect of treatment, without screening",25,"ARR",0.0037,"(0.0036,0.0041)"
"Contemp1999","Effect of treatment, without screening",25,"NNS",270.2703,"(259.4047,299.8732)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0183,"(0.018,0.0191)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0149,"(0.0147,0.0157)"
"Contemp1999","Effect of treatment, with screening",25,"MRR",0.8142,"(0.8091,0.8356)"
"Contemp1999","Effect of treatment, with screening",25,"ARR",0.0034,"(0.0033,0.0037)"
"Contemp1999","Effect of treatment, with screening",25,"NNS",294.1176,"(285.5108,333.9186)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0211)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0142,"(0.0139,0.0149)"
"Perfect","Effect of treatment, without screening",25,"MRR",0.6995,"(0.691,0.717)"
"Perfect","Effect of treatment, without screening",25,"ARR",0.0061,"(0.0059,0.0065)"
"Perfect","Effect of treatment, without screening",25,"NNS",163.9344,"(157.6666,177.6537)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0183,"(0.018,0.0191)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0125,"(0.0123,0.0132)"
"Perfect","Effect of treatment, with screening",25,"MRR",0.6831,"(0.6795,0.7089)"
"Perfect","Effect of treatment, with screening",25,"ARR",0.0058,"(0.0056,0.0061)"
"Perfect","Effect of treatment, with screening",25,"NNS",172.4138,"(167.7852,189.0359)"
