"Trial","Effect","Follow-Up Year","Measure","Estimate","UI","Estimate_Orig"
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0015,"(0.0012,0.0017)",0.0015
"e1a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0012,"(0.001,0.0015)",0.0012
"e1a1","Effect of screening, same treatment",10,"MRR",0.8,"(0.7711,0.8834)",0.8285
"e1a1","Effect of screening, same treatment",10,"ARR",3e-04,"(2e-04,4e-04)",3e-04
"e1a1","Effect of screening, same treatment",10,"NNS",3333.3333,"(2855.3922,6250)",4167.2081
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0077,0.0088)",0.0083
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.007,"(0.0064,0.0075)",0.007
"e1a1","Effect of screening, same treatment",25,"MRR",0.8434,"(0.8113,0.8632)",0.8388
"e1a1","Effect of screening, same treatment",25,"ARR",0.0013,"(0.0011,0.0016)",0.0013
"e1a1","Effect of screening, same treatment",25,"NNS",769.2308,"(626.8671,892.8571)",752.7303
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0025,"(0.0022,0.0028)",0.0025
"e1a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.002,"(0.0017,0.0022)",0.002
"e1a2","Effect of screening, same treatment",10,"MRR",0.8,"(0.7483,0.8469)",0.7977
"e1a2","Effect of screening, same treatment",10,"ARR",5e-04,"(4e-04,6e-04)",5e-04
"e1a2","Effect of screening, same treatment",10,"NNS",2000,"(1549.8798,2742.1171)",2028.4959
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0122,0.0137)",0.013
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0105,"(0.0099,0.0111)",0.0105
"e1a2","Effect of screening, same treatment",25,"MRR",0.8077,"(0.7841,0.8286)",0.8066
"e1a2","Effect of screening, same treatment",25,"ARR",0.0025,"(0.0022,0.0029)",0.0025
"e1a2","Effect of screening, same treatment",25,"NNS",400,"(347.7448,456.8676)",400.0906
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0034,"(0.003,0.0037)",0.0034
"e1a3","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0026,"(0.0023,0.0029)",0.0026
"e1a3","Effect of screening, same treatment",10,"MRR",0.7647,"(0.7452,0.8274)",0.7851
"e1a3","Effect of screening, same treatment",10,"ARR",8e-04,"(5e-04,9e-04)",7e-04
"e1a3","Effect of screening, same treatment",10,"NNS",1250,"(1086.4942,1820.4365)",1400.8657
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.0155,0.017)",0.0162
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0129,"(0.0123,0.0136)",0.0129
"e1a3","Effect of screening, same treatment",25,"MRR",0.7963,"(0.7779,0.8173)",0.796
"e1a3","Effect of screening, same treatment",25,"ARR",0.0033,"(0.003,0.0037)",0.0033
"e1a3","Effect of screening, same treatment",25,"NNS",303.0303,"(272.0039,335.0374)",302.8533
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0041,"(0.0038,0.0045)",0.0041
"e1a4","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0032,"(0.0029,0.0035)",0.0032
"e1a4","Effect of screening, same treatment",10,"MRR",0.7805,"(0.7415,0.8143)",0.778
"e1a4","Effect of screening, same treatment",10,"ARR",9e-04,"(7e-04,0.0011)",9e-04
"e1a4","Effect of screening, same treatment",10,"NNS",1111.1111,"(909.0909,1352.5114)",1108.2728
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0178,0.0195)",0.0186
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0147,"(0.0141,0.0155)",0.0147
"e1a4","Effect of screening, same treatment",25,"MRR",0.7903,"(0.7716,0.8089)",0.7902
"e1a4","Effect of screening, same treatment",25,"ARR",0.0039,"(0.0035,0.0043)",0.0039
"e1a4","Effect of screening, same treatment",25,"NNS",256.4103,"(234.4532,284.1808)",257.3211
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0017,"(0.0014,0.002)",0.0017
"e2a1","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0015,"(0.0013,0.0018)",0.0015
"e2a1","Effect of screening, same treatment",10,"MRR",0.8824,"(0.8387,0.9334)",0.8887
"e2a1","Effect of screening, same treatment",10,"ARR",2e-04,"(1e-04,3e-04)",2e-04
"e2a1","Effect of screening, same treatment",10,"NNS",5000,"(3387.931,9568.1818)",5657.6204
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.009,0.0102)",0.0097
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0087,"(0.0081,0.0092)",0.0087
"e2a1","Effect of screening, same treatment",25,"MRR",0.8969,"(0.8729,0.9131)",0.8975
"e2a1","Effect of screening, same treatment",25,"ARR",0.001,"(8e-04,0.0012)",0.001
"e2a1","Effect of screening, same treatment",25,"NNS",1000,"(806.4516,1220.4373)",1019.5362
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0027,"(0.0025,0.0031)",0.0027
"e2a2","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0023,"(0.002,0.0026)",0.0023
"e2a2","Effect of screening, same treatment",10,"MRR",0.8519,"(0.7977,0.8834)",0.8378
"e2a2","Effect of screening, same treatment",10,"ARR",4e-04,"(3e-04,6e-04)",4e-04
"e2a2","Effect of screening, same treatment",10,"NNS",2500,"(1769.2669,3177.9234)",2317.8543
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0144,"(0.0136,0.0151)",0.0144
"e2a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0122,"(0.0115,0.0128)",0.0122
"e2a2","Effect of screening, same treatment",25,"MRR",0.8472,"(0.8275,0.8628)",0.8493
