"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.022,"(0.0217,0.0229)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0203,"(0.02,0.0212)"
"Historical","Effect of screening, same treatment",25,"MRR",0.9227,"(0.919,0.9342)"
"Historical","Effect of screening, same treatment",25,"ARR",0.0017,"(0.0016,0.0019)"
"Historical","Effect of screening, same treatment",25,"NNS",588.2353,"(564.9718,678.0888)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0181,"(0.0179,0.0189)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0167,"(0.0164,0.0175)"
"Contemp1999","Effect of screening, same treatment",25,"MRR",0.9227,"(0.9157,0.934)"
"Contemp1999","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0013,0.0016)"
"Contemp1999","Effect of screening, same treatment",25,"NNS",714.2857,"(662.2517,837.0098)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0156,"(0.0153,0.0163)"
"Perfect","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0142,"(0.0139,0.0149)"
"Perfect","Effect of screening, same treatment",25,"MRR",0.9103,"(0.9054,0.923)"
"Perfect","Effect of screening, same treatment",25,"ARR",0.0014,"(0.0013,0.0017)"
"Perfect","Effect of screening, same treatment",25,"NNS",714.2857,"(683.7667,840.3361)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.022,"(0.0217,0.0229)"
"Contemp1999","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0181,"(0.0179,0.0189)"
"Contemp1999","Effect of treatment, without screening",25,"MRR",0.8227,"(0.8203,0.8388)"
"Contemp1999","Effect of treatment, without screening",25,"ARR",0.0039,"(0.0037,0.0043)"
"Contemp1999","Effect of treatment, without screening",25,"NNS",256.4103,"(253.6465,285.8577)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0212)"
"Contemp1999","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0167,"(0.0164,0.0175)"
"Contemp1999","Effect of treatment, with screening",25,"MRR",0.8227,"(0.8185,0.8399)"
"Contemp1999","Effect of treatment, with screening",25,"ARR",0.0036,"(0.0035,0.004)"
"Contemp1999","Effect of treatment, with screening",25,"NNS",277.7778,"(271.555,307.7426)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 0",0.022,"(0.0217,0.0229)"
"Perfect","Effect of treatment, without screening",25,"Cumulative Incidence, Group 1",0.0156,"(0.0153,0.0163)"
"Perfect","Effect of treatment, without screening",25,"MRR",0.7091,"(0.7014,0.725)"
"Perfect","Effect of treatment, without screening",25,"ARR",0.0064,"(0.0062,0.0069)"
"Perfect","Effect of treatment, without screening",25,"NNS",156.25,"(152.439,166.9449)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 0",0.0203,"(0.02,0.0212)"
"Perfect","Effect of treatment, with screening",25,"Cumulative Incidence, Group 1",0.0142,"(0.0139,0.0149)"
"Perfect","Effect of treatment, with screening",25,"MRR",0.6995,"(0.6911,0.7152)"
"Perfect","Effect of treatment, with screening",25,"ARR",0.0061,"(0.0059,0.0066)"
"Perfect","Effect of treatment, with screening",25,"NNS",163.9344,"(159.2357,174.9859)"
