"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",1,"MRR",1,"(0.8,1)"
"Historical","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"Historical","Effect of screening, same treatment",1,"NNS",Inf,"(1e+05,1e+05)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",2e-04,"(2e-04,3e-04)"
"Historical","Effect of screening, same treatment",2,"MRR",1,"(0.8519,1)"
"Historical","Effect of screening, same treatment",2,"ARR",0,"(0,1e-04)"
"Historical","Effect of screening, same treatment",2,"NNS",Inf,"(33333.3333,1e+05)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",5e-04,"(4e-04,7e-04)"
"Historical","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",4e-04,"(4e-04,6e-04)"
"Historical","Effect of screening, same treatment",3,"MRR",0.8,"(0.8738,0.9579)"
"Historical","Effect of screening, same treatment",3,"ARR",1e-04,"(0,1e-04)"
"Historical","Effect of screening, same treatment",3,"NNS",10000,"(16666.6667,50000)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",9e-04,"(8e-04,0.001)"
"Historical","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",8e-04,"(7e-04,0.001)"
"Historical","Effect of screening, same treatment",4,"MRR",0.8889,"(0.883,0.9608)"
"Historical","Effect of screening, same treatment",4,"ARR",1e-04,"(1e-04,2e-04)"
"Historical","Effect of screening, same treatment",4,"NNS",10000,"(10000,33333.3333)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",0.0013,"(0.0012,0.0015)"
"Historical","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",0.0012,"(0.0011,0.0014)"
"Historical","Effect of screening, same treatment",5,"MRR",0.9231,"(0.8889,0.9548)"
"Historical","Effect of screening, same treatment",5,"ARR",1e-04,"(1e-04,2e-04)"
