"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0083,"(0.0081,0.0088)"
"e1a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0062,"(0.006,0.0067)"
"e1a1","Effect of screening, same treatment",25,"MRR",0.747,"(0.7289,0.7723)"
"e1a1","Effect of screening, same treatment",25,"ARR",0.0021,"(0.0021,0.0025)"
"e1a1","Effect of screening, same treatment",25,"NNS",476.1905,"(440.0456,543.8379)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.013,"(0.0127,0.0137)"
"e1a2","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.009,"(0.0088,0.0096)"
"e1a2","Effect of screening, same treatment",25,"MRR",0.6923,"(0.6812,0.727)"
"e1a2","Effect of screening, same treatment",25,"ARR",0.004,"(0.0039,0.0045)"
"e1a2","Effect of screening, same treatment",25,"NNS",250,"(240.819,280.5689)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0162,"(0.016,0.017)"
"e1a3","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0109,"(0.0107,0.0115)"
"e1a3","Effect of screening, same treatment",25,"MRR",0.6728,"(0.664,0.7016)"
"e1a3","Effect of screening, same treatment",25,"ARR",0.0053,"(0.0052,0.0058)"
"e1a3","Effect of screening, same treatment",25,"NNS",188.6792,"(182.732,206.0317)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0186,"(0.0183,0.0195)"
"e1a4","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0123,"(0.0121,0.013)"
"e1a4","Effect of screening, same treatment",25,"MRR",0.6613,"(0.6569,0.6916)"
"e1a4","Effect of screening, same treatment",25,"ARR",0.0063,"(0.0061,0.0068)"
"e1a4","Effect of screening, same treatment",25,"NNS",158.7302,"(155.7027,177.1906)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0097,"(0.0095,0.0102)"
"e2a1","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0081,"(0.0079,0.0086)"
