"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"e1a1","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"MRR",NA,"(0.5,1)"
"e1a1","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"e1a1","Effect of screening, same treatment",1,"NNS",Inf,"(1e+05,1e+05)"
"e1a1","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",1e-04,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",2,"MRR",0,"(0.5929,1)"
"e1a1","Effect of screening, same treatment",2,"ARR",1e-04,"(0,0)"
"e1a1","Effect of screening, same treatment",2,"NNS",10000,"(41666.6667,1e+05)"
"e1a1","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",3,"MRR",1,"(0.5833,0.926)"
"e1a1","Effect of screening, same treatment",3,"ARR",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",3,"NNS",Inf,"(20000,1e+05)"
"e1a1","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",2e-04,"(2e-04,3e-04)"
"e1a1","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",2e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",4,"MRR",1,"(0.6521,0.8995)"
"e1a1","Effect of screening, same treatment",4,"ARR",0,"(0,1e-04)"
"e1a1","Effect of screening, same treatment",4,"NNS",Inf,"(11111.1111,50000)"
"e1a1","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",4e-04,"(3e-04,5e-04)"
"e1a1","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",3e-04,"(2e-04,4e-04)"
"e1a1","Effect of screening, same treatment",5,"MRR",0.75,"(0.6791,0.8731)"
"e1a1","Effect of screening, same treatment",5,"ARR",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",5,"NNS",10000,"(8333.3333,20000)"
"e1a1","Effect of screening, same treatment",6,"Cumulative Incidence, Group 0",5e-04,"(5e-04,7e-04)"
"e1a1","Effect of screening, same treatment",6,"Cumulative Incidence, Group 1",4e-04,"(4e-04,5e-04)"
"e1a1","Effect of screening, same treatment",6,"MRR",0.8,"(0.6967,0.8426)"
"e1a1","Effect of screening, same treatment",6,"ARR",1e-04,"(1e-04,2e-04)"
"e1a1","Effect of screening, same treatment",6,"NNS",10000,"(5882.3529,13437.5)"
"e1a1","Effect of screening, same treatment",7,"Cumulative Incidence, Group 0",7e-04,"(7e-04,9e-04)"
"e1a1","Effect of screening, same treatment",7,"Cumulative Incidence, Group 1",5e-04,"(5e-04,7e-04)"
"e1a1","Effect of screening, same treatment",7,"MRR",0.7143,"(0.7024,0.8279)"
"e1a1","Effect of screening, same treatment",7,"ARR",2e-04,"(2e-04,3e-04)"
"e1a1","Effect of screening, same treatment",7,"NNS",5000,"(4545.4545,9090.9091)"
"e1a1","Effect of screening, same treatment",8,"Cumulative Incidence, Group 0",0.001,"(9e-04,0.0011)"
"e1a1","Effect of screening, same treatment",8,"Cumulative Incidence, Group 1",7e-04,"(6e-04,8e-04)"
"e1a1","Effect of screening, same treatment",8,"MRR",0.7,"(0.6976,0.8036)"
"e1a1","Effect of screening, same treatment",8,"ARR",3e-04,"(2e-04,3e-04)"
"e1a1","Effect of screening, same treatment",8,"NNS",3333.3333,"(3448.2759,5882.3529)"
"e1a1","Effect of screening, same treatment",9,"Cumulative Incidence, Group 0",0.0012,"(0.0011,0.0014)"
"e1a1","Effect of screening, same treatment",9,"Cumulative Incidence, Group 1",9e-04,"(8e-04,0.0011)"
"e1a1","Effect of screening, same treatment",9,"MRR",0.75,"(0.7042,0.7992)"
"e1a1","Effect of screening, same treatment",9,"ARR",3e-04,"(3e-04,4e-04)"
